patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
Riverside,2016,22,BURNS,154,,
Riverside,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1663,,
Riverside,2016,24,MULTIPLE SIGNFICANT TRAUMA,724,,
Riverside,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,303,,
Riverside,2017,0,UNGROUPABLE,6,,
Riverside,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",13077,,
Riverside,2017,2,"EYE, DISEASES & DISORDERS",304,,
Riverside,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1919,,
Riverside,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",15649,,
Riverside,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",26432,,
Riverside,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",18298,,
Riverside,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",8282,,
Riverside,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",18671,,
Riverside,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",4411,,
Riverside,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",7941,,
Riverside,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",8818,,
Riverside,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",845,,
Riverside,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2653,,
Riverside,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",31703,,
Riverside,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,30939,,
Riverside,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",2461,,
Riverside,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1611,,
Riverside,2017,18,INFECTIOUS & PARASITIC DISEASES,14836,,
Riverside,2017,19,MENTAL DISEASES & DISORDERS,12074,,
Riverside,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,2497,,
Riverside,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3033,,
Riverside,2017,22,BURNS,142,,
Riverside,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1711,,
Riverside,2017,24,MULTIPLE SIGNFICANT TRAUMA,737,,
Riverside,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,323,,
Riverside,2018,0,UNGROUPABLE,10,,
Riverside,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",13588,,
Riverside,2018,2,"EYE, DISEASES & DISORDERS",321,,
Riverside,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1986,,
Riverside,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",15631,,
Riverside,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",27262,,
Riverside,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",17911,,
Riverside,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",7915,,
Riverside,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",18814,,
Riverside,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",4170,,
Riverside,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",8319,,
Riverside,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",9054,,
Riverside,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",811,,
Riverside,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2496,,
Riverside,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",30474,,
Riverside,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,29407,,
Riverside,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2493,,
Riverside,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1794,,
Riverside,2018,18,INFECTIOUS & PARASITIC DISEASES,15596,,
Riverside,2018,19,MENTAL DISEASES & DISORDERS,10917,,
Riverside,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,2752,,
Riverside,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3266,,
Riverside,2018,22,BURNS,140,,
Riverside,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1592,,
Riverside,2018,24,MULTIPLE SIGNFICANT TRAUMA,689,,
Riverside,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,283,,
Riverside,2019,0,PRE-MDC,1020,,
Riverside,2019,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",13760,,
Riverside,2019,2,"EYE, DISEASES & DISORDERS",301,,
Riverside,2019,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1917,,
Riverside,2019,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",15681,,
Riverside,2019,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",27704,,
Riverside,2019,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",18302,,
Riverside,2019,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",8308,,
Riverside,2019,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",19200,,
Riverside,2019,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",4181,,
Riverside,2019,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",8598,,
Riverside,2019,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",9488,,
Riverside,2019,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",818,,
Riverside,2019,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2330,,
Riverside,2019,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",29955,,
Riverside,2019,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,28930,,
Riverside,2019,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2443,,
Riverside,2019,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1755,,
Riverside,2019,18,INFECTIOUS & PARASITIC DISEASES,15325,,
Riverside,2019,19,MENTAL DISEASES & DISORDERS,10245,,
Riverside,2019,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,3188,,
Riverside,2019,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3157,,
Riverside,2019,22,BURNS,167,,
Riverside,2019,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1613,,
Riverside,2019,24,MULTIPLE SIGNFICANT TRAUMA,740,,
Riverside,2019,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,252,,
Riverside,2020,0,PRE-MDC,1127,,
Riverside,2020,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",12664,,
Riverside,2020,2,"EYE, DISEASES & DISORDERS",271,,
Riverside,2020,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1455,,
Riverside,2020,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",19011,,
Riverside,2020,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",22586,,
Riverside,2020,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",15169,,
Riverside,2020,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",7025,,
Riverside,2020,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",15445,,
Riverside,2020,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",3446,,
Riverside,2020,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",7694,,
Riverside,2020,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",7772,,
Riverside,2020,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",742,,
Riverside,2020,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1835,,
Riverside,2020,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",28504,,
Riverside,2020,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,27558,,
Riverside,2020,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2116,,
Riverside,2020,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1671,,
Riverside,2020,18,INFECTIOUS & PARASITIC DISEASES,16946,,
Riverside,2020,19,MENTAL DISEASES & DISORDERS,9057,,
Riverside,2020,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,3185,,
Riverside,2020,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",2909,,
Riverside,2020,22,BURNS,161,,
Riverside,2020,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1674,,
Riverside,2020,24,MULTIPLE SIGNFICANT TRAUMA,746,,
Riverside,2020,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,241,,
Riverside,2021,0,PRE-MDC,12,,
Riverside,2021,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",13920,,
Riverside,2021,2,"EYE, DISEASES & DISORDERS",334,,
Riverside,2021,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1550,,
Riverside,2021,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",19889,,
Riverside,2021,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",24573,,
Riverside,2021,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",16435,,
Riverside,2021,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",8126,,
Riverside,2021,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",14337,,
Riverside,2021,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",3451,,
Riverside,2021,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",8265,,
Riverside,2021,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",8240,,
Riverside,2021,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",652,,
Riverside,2021,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1773,,
Riverside,2021,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",29441,,
Riverside,2021,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,27923,,
Riverside,2021,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2333,,
Riverside,2021,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1975,,
Riverside,2021,18,INFECTIOUS & PARASITIC DISEASES,18337,,
Riverside,2021,19,MENTAL DISEASES & DISORDERS,9458,,
Riverside,2021,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,3539,,
Riverside,2021,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3156,,
Riverside,2021,22,BURNS,124,,
Riverside,2021,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1815,,
Riverside,2021,24,MULTIPLE SIGNFICANT TRAUMA,810,,
Riverside,2021,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,232,,
Riverside,2022,0,PRE-MDC,10,,
Riverside,2022,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",14750,,
Riverside,2022,2,"EYE, DISEASES & DISORDERS",405,,
Riverside,2022,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1765,,
Riverside,2022,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",18325,,
Riverside,2022,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",26065,,
Riverside,2022,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",17023,,
Riverside,2022,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",8510,,
Riverside,2022,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",15354,,
Riverside,2022,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",3734,,
Riverside,2022,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",9324,,
Riverside,2022,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",9371,,
Riverside,2022,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",666,,
Riverside,2022,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1716,,
Riverside,2022,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",29613,,
Riverside,2022,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,28451,,
Riverside,2022,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2497,,
Riverside,2022,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,2096,,
Riverside,2022,18,INFECTIOUS & PARASITIC DISEASES,18211,,
Riverside,2022,19,MENTAL DISEASES & DISORDERS,9407,,
Riverside,2022,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,3372,,
Riverside,2022,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3184,,
Riverside,2022,22,BURNS,155,,
Riverside,2022,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,1809,,
Riverside,2022,24,MULTIPLE SIGNFICANT TRAUMA,846,,
Riverside,2022,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,208,,
Riverside,2023,0,PRE-MDC,9,,
Riverside,2023,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",16168,,
Riverside,2023,2,"EYE, DISEASES & DISORDERS",471,,
Riverside,2023,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",2140,,
Riverside,2023,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",16524,,
Riverside,2023,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",27870,,
Riverside,2023,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",17690,,
Riverside,2023,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",8850,,
Riverside,2023,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",15833,,
Riverside,2023,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",4185,,
Riverside,2023,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",9957,,
Riverside,2023,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",10168,,
Riverside,2023,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",769,,
Riverside,2023,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1726,,
Riverside,2023,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",28209,,
Riverside,2023,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,27016,,
Riverside,2023,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",2681,,
Riverside,2023,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1908,,
Riverside,2023,18,INFECTIOUS & PARASITIC DISEASES,19851,,
Riverside,2023,19,MENTAL DISEASES & DISORDERS,12573,,
Riverside,2023,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,3824,,
Riverside,2023,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",3298,,
Riverside,2023,22,BURNS,166,,
Riverside,2023,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,2087,,
Riverside,2023,24,MULTIPLE SIGNFICANT TRAUMA,838,,
Riverside,2023,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,296,,
Sacramento,2012,0,UNGROUPABLE,1,,
Sacramento,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",8188,,
Sacramento,2012,2,"EYE, DISEASES & DISORDERS",215,,
Sacramento,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1296,,
Sacramento,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",10061,,
Sacramento,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",15325,,
Sacramento,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",11161,,
Sacramento,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",4139,,
Sacramento,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",11633,,
Sacramento,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",3193,,
Sacramento,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",4139,,
Sacramento,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",4871,,
Sacramento,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",537,,
Sacramento,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2268,,
Sacramento,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",21283,,
Sacramento,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,20017,,
Sacramento,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",1541,,
Sacramento,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1220,,
Sacramento,2012,18,INFECTIOUS & PARASITIC DISEASES,10511,,
Sacramento,2012,19,MENTAL DISEASES & DISORDERS,10653,,
Sacramento,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1049,,
Sacramento,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",2338,,
Sacramento,2012,22,BURNS,118,,
Sacramento,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,2742,,
Sacramento,2012,24,MULTIPLE SIGNFICANT TRAUMA,429,,
Sacramento,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,173,,
Sacramento,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",8588,,
Sacramento,2013,2,"EYE, DISEASES & DISORDERS",199,,
Sacramento,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1444,,
Sacramento,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",10606,,
Sacramento,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",15742,,
Sacramento,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",11030,,
Sacramento,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",4177,,
Sacramento,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",11610,,
Sacramento,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",3274,,
Sacramento,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",4453,,
Sacramento,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",5091,,
Sacramento,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",509,,
Sacramento,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",2217,,
Sacramento,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",21039,,
Sacramento,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,19666,,
Sacramento,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",1633,,
Sacramento,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1285,,
Sacramento,2013,18,INFECTIOUS & PARASITIC DISEASES,11241,,
Sacramento,2013,19,MENTAL DISEASES & DISORDERS,10415,,
Sacramento,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1116,,
Sacramento,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",2351,,
Sacramento,2013,22,BURNS,154,,
Sacramento,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,2488,,
Sacramento,2013,24,MULTIPLE SIGNFICANT TRAUMA,422,,
Sacramento,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,183,,
Sacramento,2014,0,UNGROUPABLE,1,,
Sacramento,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",8650,,
Sacramento,2014,2,"EYE, DISEASES & DISORDERS",196,,
Sacramento,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1364,,
Sacramento,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",10436,,
Sacramento,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",15584,,
Sacramento,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",11341,,
Sacramento,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",4115,,
Sacramento,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",12044,,
Sacramento,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",3250,,
Sacramento,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",4335,,
Sacramento,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",5489,,
Sacramento,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",418,,
Sacramento,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1910,,
Sacramento,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",20989,,
Sacramento,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,20077,,
Sacramento,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",1573,,
Sacramento,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1180,,
Sacramento,2014,18,INFECTIOUS & PARASITIC DISEASES,11766,,
Sacramento,2014,19,MENTAL DISEASES & DISORDERS,10778,,
Sacramento,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1140,,
Sacramento,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",2348,,
Sacramento,2014,22,BURNS,115,,
Sacramento,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,2303,,
Sacramento,2014,24,MULTIPLE SIGNFICANT TRAUMA,398,,
Sacramento,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,179,,
Sacramento,2015,0,UNGROUPABLE,8,,
Sacramento,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",8608,,
Sacramento,2015,2,"EYE, DISEASES & DISORDERS",186,,
Sacramento,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1240,,
Sacramento,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",11032,,
Sacramento,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",16177,,
Sacramento,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",10838,,
Sacramento,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",4101,,
Sacramento,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",12523,,
Sacramento,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",3199,,
Sacramento,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",4518,,
Sacramento,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",5356,,
Sacramento,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",392,,
Sacramento,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",1567,,
Sacramento,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",20978,,
Sacramento,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,19699,,
Sacramento,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",1388,,
Sacramento,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1222,,
Sacramento,2015,18,INFECTIOUS & PARASITIC DISEASES,12195,,
Sacramento,2015,19,MENTAL DISEASES & DISORDERS,11127,,
Sacramento,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,1058,,
Sacramento,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",2326,,
Sacramento,2015,22,BURNS,155,,
Sacramento,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,2057,,
Sacramento,2015,24,MULTIPLE SIGNFICANT TRAUMA,475,,
Sacramento,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,201,,
Sacramento,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",8248,,
Sacramento,2016,2,"EYE, DISEASES & DISORDERS",155,,
Sacramento,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",1290,,
Sacramento,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",10498,,
Sacramento,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",15621,,
Sacramento,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",10885,,
Sacramento,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",4170,,
