patcnty1,dsch_yr,disp1,Discharges
Nevada,2014,Other Care (not SN/IC) at another hospital,122
Nevada,2014,Other Care with the admitting hospital,28
Nevada,2014,Prison/Jail,12
Nevada,2014,Residential Care facility,35
Nevada,2014,Routine (Home),5990
Nevada,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,27
Nevada,2014,SN/IC at another facility,1152
Nevada,2015,Acute Care,300
Nevada,2015,Childrens_or_Cancer,3
Nevada,2015,Critical Access Hospital,3
Nevada,2015,Died,202
Nevada,2015,Home Health Service,874
Nevada,2015,Hospice_Care,85
Nevada,2015,Invalid or Blank,1
Nevada,2015,Left Against Medical Advice,96
Nevada,2015,Not_Defined_Elsewhere,15
Nevada,2015,Other,3
Nevada,2015,Prison/Jail,12
Nevada,2015,Psychiatric_Care,28
Nevada,2015,Rehab,78
Nevada,2015,Residential Care facility,37
Nevada,2015,Routine (Home),6131
Nevada,2015,Skilled Nursing/Intermediate Care (SN/IC),1267
Nevada,2016,Acute Care,300
Nevada,2016,Childrens_or_Cancer,2
Nevada,2016,Critical Access Hospital,2
Nevada,2016,Died,189
Nevada,2016,Home Health Service,925
Nevada,2016,Hospice_Care,92
Nevada,2016,Invalid or Blank,1
Nevada,2016,Left Against Medical Advice,97
Nevada,2016,Not_Defined_Elsewhere,13
Nevada,2016,Other,1
Nevada,2016,Prison/Jail,5
Nevada,2016,Psychiatric_Care,19
Nevada,2016,Rehab,66
Nevada,2016,Residential Care facility,12
Nevada,2016,Routine (Home),5793
Nevada,2016,Skilled Nursing/Intermediate Care (SN/IC),1241
Nevada,2017,Acute Care,346
Nevada,2017,Childrens_or_Cancer,3
Nevada,2017,Critical Access Hospital,2
Nevada,2017,Died,191
Nevada,2017,Home Health Service,1207
Nevada,2017,Hospice_Care,122
Nevada,2017,Left Against Medical Advice,124
Nevada,2017,Not_Defined_Elsewhere,5
Nevada,2017,Prison/Jail,12
Nevada,2017,Psychiatric_Care,30
Nevada,2017,Rehab,53
Nevada,2017,Residential Care facility,29
Nevada,2017,Routine (Home),5555
Nevada,2017,Skilled Nursing/Intermediate Care (SN/IC),1175
Nevada,2018,Acute Care,390
Nevada,2018,Childrens_or_Cancer,2
Nevada,2018,Critical Access Hospital,1
Nevada,2018,Died,214
Nevada,2018,Home Health Service,1305
Nevada,2018,Hospice_Care,126
Nevada,2018,Left Against Medical Advice,154
Nevada,2018,Not_Defined_Elsewhere,1
Nevada,2018,Other,1
Nevada,2018,Prison/Jail,6
Nevada,2018,Psychiatric_Care,19
Nevada,2018,Rehab,81
Nevada,2018,Residential Care facility,44
Nevada,2018,Routine (Home),5758
Nevada,2018,Skilled Nursing/Intermediate Care (SN/IC),1119
Nevada,2019,Acute Care,351
Nevada,2019,Critical Access Hospital,2
Nevada,2019,Died,174
Nevada,2019,Home Health Service,1339
Nevada,2019,Hospice_Care,121
Nevada,2019,Invalid or Blank,1
Nevada,2019,Left Against Medical Advice,135
Nevada,2019,Not_Defined_Elsewhere,7
Nevada,2019,Prison/Jail,18
Nevada,2019,Psychiatric_Care,38
Nevada,2019,Rehab,86
Nevada,2019,Residential Care facility,29
Nevada,2019,Routine (Home),5576
Nevada,2019,Skilled Nursing/Intermediate Care (SN/IC),1134
Nevada,2020,Acute Care,310
Nevada,2020,Critical Access Hospital,5
Nevada,2020,Died,175
Nevada,2020,Home Health Service,1333
Nevada,2020,Hospice_Care,144
Nevada,2020,Left Against Medical Advice,131
Nevada,2020,Not_Defined_Elsewhere,5
Nevada,2020,Prison/Jail,19
Nevada,2020,Psychiatric_Care,18
Nevada,2020,Rehab,84
Nevada,2020,Residential Care facility,34
Nevada,2020,Routine (Home),5137
Nevada,2020,Skilled Nursing/Intermediate Care (SN/IC),849
Nevada,2021,Acute Care,253
Nevada,2021,Childrens_or_Cancer,2
Nevada,2021,Critical Access Hospital,3
Nevada,2021,Died,236
Nevada,2021,Home Health Service,1255
Nevada,2021,Hospice_Care,132
Nevada,2021,Left Against Medical Advice,159
Nevada,2021,Not_Defined_Elsewhere,3
Nevada,2021,Prison/Jail,17
Nevada,2021,Psychiatric_Care,22
Nevada,2021,Rehab,80
Nevada,2021,Residential Care facility,48
Nevada,2021,Routine (Home),5381
Nevada,2021,Skilled Nursing/Intermediate Care (SN/IC),876
Nevada,2022,Acute Care,253
Nevada,2022,Childrens_or_Cancer,1
Nevada,2022,Critical Access Hospital,1
Nevada,2022,Died,226
Nevada,2022,Home Health Service,1191
Nevada,2022,Hospice_Care,173
Nevada,2022,Left Against Medical Advice,147
Nevada,2022,Not_Defined_Elsewhere,3
Nevada,2022,Other,1
Nevada,2022,Prison/Jail,8
Nevada,2022,Psychiatric_Care,29
Nevada,2022,Rehab,71
Nevada,2022,Residential Care facility,38
Nevada,2022,Routine (Home),5242
Nevada,2022,Skilled Nursing/Intermediate Care (SN/IC),927
Nevada,2023,Acute Care,310
Nevada,2023,Childrens_or_Cancer,2
Nevada,2023,Critical Access Hospital,3
Nevada,2023,Died,256
Nevada,2023,Home Health Service,1050
Nevada,2023,Hospice_Care,180
Nevada,2023,Left Against Medical Advice,204
Nevada,2023,Not_Defined_Elsewhere,8
Nevada,2023,Other,1
Nevada,2023,Prison/Jail,6
Nevada,2023,Psychiatric_Care,29
Nevada,2023,Rehab,89
Nevada,2023,Residential Care facility,41
Nevada,2023,Routine (Home),5660
Nevada,2023,Skilled Nursing/Intermediate Care (SN/IC),1073
Orange,2012,Acute Care at another hospital,6210
Orange,2012,Acute Care within the admitting hospital,456
Orange,2012,Died,5267
Orange,2012,Home Health Service,26104
Orange,2012,Invalid,34
Orange,2012,Left Against Medical Advice,3024
Orange,2012,Other,461
Orange,2012,Other Care (not SN/IC) at another hospital,2870
Orange,2012,Other Care with the admitting hospital,1566
Orange,2012,Prison/Jail,583
Orange,2012,Residential Care facility,2589
Orange,2012,Routine (Home),206284
Orange,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,991
Orange,2012,SN/IC at another facility,26383
Orange,2013,Acute Care at another hospital,5694
Orange,2013,Acute Care within the admitting hospital,411
Orange,2013,Died,5307
Orange,2013,Home Health Service,25938
Orange,2013,Invalid,44
Orange,2013,Left Against Medical Advice,2749
Orange,2013,Other,495
Orange,2013,Other Care (not SN/IC) at another hospital,3034
Orange,2013,Other Care with the admitting hospital,1648
Orange,2013,Prison/Jail,443
Orange,2013,Residential Care facility,2790
Orange,2013,Routine (Home),198658
Orange,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,284
Orange,2013,SN/IC at another facility,27136
Orange,2014,Acute Care at another hospital,5709
Orange,2014,Acute Care within the admitting hospital,438
Orange,2014,Died,5102
Orange,2014,Home Health Service,25611
Orange,2014,Invalid,15
Orange,2014,Left Against Medical Advice,3043
Orange,2014,Other,443
Orange,2014,Other Care (not SN/IC) at another hospital,2810
Orange,2014,Other Care with the admitting hospital,1591
Orange,2014,Prison/Jail,431
Orange,2014,Residential Care facility,2591
Orange,2014,Routine (Home),199526
Orange,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,186
Orange,2014,SN/IC at another facility,27570
Orange,2015,Acute Care,5145
Orange,2015,Childrens_or_Cancer,1880
Orange,2015,Critical Access Hospital,66
Orange,2015,Died,5414
Orange,2015,Disaster_Care_Site,4
Orange,2015,Home Health Service,34003
Orange,2015,Hospice_Care,3653
Orange,2015,Invalid or Blank,18
Orange,2015,Left Against Medical Advice,5463
Orange,2015,Not_Defined_Elsewhere,292
Orange,2015,Other,93
Orange,2015,Prison/Jail,282
Orange,2015,Psychiatric_Care,982
Orange,2015,Rehab,2072
Orange,2015,Residential Care facility,1127
Orange,2015,Routine (Home),192965
Orange,2015,Skilled Nursing/Intermediate Care (SN/IC),25367
Orange,2016,Acute Care,6878
Orange,2016,Childrens_or_Cancer,457
Orange,2016,Critical Access Hospital,78
Orange,2016,Died,5451
Orange,2016,Disaster_Care_Site,6
Orange,2016,Home Health Service,35978
Orange,2016,Hospice_Care,3646
Orange,2016,Invalid or Blank,19
Orange,2016,Left Against Medical Advice,3980
Orange,2016,Not_Defined_Elsewhere,355
Orange,2016,Other,38
Orange,2016,Prison/Jail,307
Orange,2016,Psychiatric_Care,1113
Orange,2016,Rehab,2599
Orange,2016,Residential Care facility,1397
Orange,2016,Routine (Home),192764
Orange,2016,Skilled Nursing/Intermediate Care (SN/IC),27015
Orange,2017,Acute Care,7014
Orange,2017,Childrens_or_Cancer,304
Orange,2017,Critical Access Hospital,11
Orange,2017,Died,5694
Orange,2017,Disaster_Care_Site,2
Orange,2017,Home Health Service,38762
Orange,2017,Hospice_Care,3780
Orange,2017,Invalid or Blank,12
Orange,2017,Left Against Medical Advice,3539
Orange,2017,Not_Defined_Elsewhere,348
Orange,2017,Other,26
Orange,2017,Prison/Jail,357
Orange,2017,Psychiatric_Care,1006
Orange,2017,Rehab,2548
Orange,2017,Residential Care facility,1442
Orange,2017,Routine (Home),186505
Orange,2017,Skilled Nursing/Intermediate Care (SN/IC),28068
Orange,2018,Acute Care,6497
Orange,2018,Childrens_or_Cancer,323
Orange,2018,Critical Access Hospital,22
Orange,2018,Died,5775
Orange,2018,Disaster_Care_Site,1
Orange,2018,Home Health Service,39024
Orange,2018,Hospice_Care,3975
Orange,2018,Invalid or Blank,10
Orange,2018,Left Against Medical Advice,4223
Orange,2018,Not_Defined_Elsewhere,402
Orange,2018,Other,37
Orange,2018,Prison/Jail,389
Orange,2018,Psychiatric_Care,895
Orange,2018,Rehab,2840
Orange,2018,Residential Care facility,1293
Orange,2018,Routine (Home),182230
Orange,2018,Skilled Nursing/Intermediate Care (SN/IC),27365
Orange,2019,Acute Care,6762
Orange,2019,Childrens_or_Cancer,494
Orange,2019,Critical Access Hospital,14
Orange,2019,Died,5805
Orange,2019,Home Health Service,40982
Orange,2019,Hospice_Care,4287
Orange,2019,Invalid or Blank,5
Orange,2019,Left Against Medical Advice,4652
Orange,2019,Not_Defined_Elsewhere,349
Orange,2019,Other,40
Orange,2019,Prison/Jail,325
Orange,2019,Psychiatric_Care,932
Orange,2019,Rehab,2931
Orange,2019,Residential Care facility,1417
Orange,2019,Routine (Home),179000
Orange,2019,Skilled Nursing/Intermediate Care (SN/IC),27652
Orange,2020,Acute Care,5908
Orange,2020,Childrens_or_Cancer,445
Orange,2020,Critical Access Hospital,15
Orange,2020,Died,6822
Orange,2020,Disaster_Care_Site,23
Orange,2020,Home Health Service,40719
Orange,2020,Hospice_Care,4537
Orange,2020,Invalid or Blank,3
Orange,2020,Left Against Medical Advice,4399
Orange,2020,Not_Defined_Elsewhere,369
Orange,2020,Other,34
Orange,2020,Prison/Jail,231
Orange,2020,Psychiatric_Care,805
Orange,2020,Rehab,2612
Orange,2020,Residential Care facility,1166
Orange,2020,Routine (Home),154919
Orange,2020,Skilled Nursing/Intermediate Care (SN/IC),19440
Orange,2021,Acute Care,5696
Orange,2021,Childrens_or_Cancer,583
Orange,2021,Critical Access Hospital,18
Orange,2021,Died,7775
Orange,2021,Disaster_Care_Site,18
Orange,2021,Home Health Service,40102
Orange,2021,Hospice_Care,5177
Orange,2021,Invalid or Blank,9
Orange,2021,Left Against Medical Advice,4607
Orange,2021,Not_Defined_Elsewhere,301
Orange,2021,Other,45
Orange,2021,Prison/Jail,319
Orange,2021,Psychiatric_Care,879
Orange,2021,Rehab,2796
Orange,2021,Residential Care facility,1071
Orange,2021,Routine (Home),156209
Orange,2021,Skilled Nursing/Intermediate Care (SN/IC),21712
Orange,2022,Acute Care,5705
Orange,2022,Childrens_or_Cancer,728
Orange,2022,Critical Access Hospital,21
Orange,2022,Died,6224
Orange,2022,Disaster_Care_Site,2
Orange,2022,Home Health Service,41177
Orange,2022,Hospice_Care,5107
Orange,2022,Invalid or Blank,15
Orange,2022,Left Against Medical Advice,4865
Orange,2022,Not_Defined_Elsewhere,296
Orange,2022,Other,36
Orange,2022,Prison/Jail,248
Orange,2022,Psychiatric_Care,804
Orange,2022,Rehab,2960
Orange,2022,Residential Care facility,1078
Orange,2022,Routine (Home),158351
Orange,2022,Skilled Nursing/Intermediate Care (SN/IC),22641
Orange,2023,Acute Care,6267
Orange,2023,Childrens_or_Cancer,786
Orange,2023,Critical Access Hospital,13
Orange,2023,Died,6053
Orange,2023,Disaster_Care_Site,1
Orange,2023,Home Health Service,44716
Orange,2023,Hospice_Care,5578
Orange,2023,Invalid or Blank,34
Orange,2023,Left Against Medical Advice,5990
Orange,2023,Not_Defined_Elsewhere,407
Orange,2023,Other,31
Orange,2023,Prison/Jail,363
Orange,2023,Psychiatric_Care,928
Orange,2023,Rehab,3175
Orange,2023,Residential Care facility,1455
Orange,2023,Routine (Home),164136
Orange,2023,Skilled Nursing/Intermediate Care (SN/IC),25528
Out of State/Homeless,2012,Acute Care at another hospital,1352
Out of State/Homeless,2012,Acute Care within the admitting hospital,194
Out of State/Homeless,2012,Died,1208
Out of State/Homeless,2012,Home Health Service,2793
Out of State/Homeless,2012,Invalid,5
Out of State/Homeless,2012,Left Against Medical Advice,3229
Out of State/Homeless,2012,Other,255
Out of State/Homeless,2012,Other Care (not SN/IC) at another hospital,1186
Out of State/Homeless,2012,Other Care with the admitting hospital,677
Out of State/Homeless,2012,Prison/Jail,691
Out of State/Homeless,2012,Residential Care facility,1782
Out of State/Homeless,2012,Routine (Home),52013
Out of State/Homeless,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,310
Out of State/Homeless,2012,SN/IC at another facility,3384
Out of State/Homeless,2013,Acute Care at another hospital,1391
Out of State/Homeless,2013,Acute Care within the admitting hospital,172
Out of State/Homeless,2013,Died,1211
Out of State/Homeless,2013,Home Health Service,2891
Out of State/Homeless,2013,Invalid,5
Out of State/Homeless,2013,Left Against Medical Advice,3165
Out of State/Homeless,2013,Other,240
Out of State/Homeless,2013,Other Care (not SN/IC) at another hospital,1238
Out of State/Homeless,2013,Other Care with the admitting hospital,654
Out of State/Homeless,2013,Prison/Jail,562
Out of State/Homeless,2013,Residential Care facility,1634
Out of State/Homeless,2013,Routine (Home),51946
Out of State/Homeless,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,284
Out of State/Homeless,2013,SN/IC at another facility,3630
Out of State/Homeless,2014,Acute Care at another hospital,1405
Out of State/Homeless,2014,Acute Care within the admitting hospital,174
Out of State/Homeless,2014,Died,1151
Out of State/Homeless,2014,Home Health Service,3201
Out of State/Homeless,2014,Invalid,67
Out of State/Homeless,2014,Left Against Medical Advice,3541
Out of State/Homeless,2014,Other,276
Out of State/Homeless,2014,Other Care (not SN/IC) at another hospital,1169
Out of State/Homeless,2014,Other Care with the admitting hospital,749
Out of State/Homeless,2014,Prison/Jail,499
Out of State/Homeless,2014,Residential Care facility,1664
Out of State/Homeless,2014,Routine (Home),52579
Out of State/Homeless,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,294
Out of State/Homeless,2014,SN/IC at another facility,3867
Out of State/Homeless,2015,Acute Care,1549
Out of State/Homeless,2015,Childrens_or_Cancer,197
Out of State/Homeless,2015,Critical Access Hospital,7
Out of State/Homeless,2015,Died,1254
Out of State/Homeless,2015,Home Health Service,3577
Out of State/Homeless,2015,Hospice_Care,359
Out of State/Homeless,2015,Invalid or Blank,71
Out of State/Homeless,2015,Left Against Medical Advice,4278
Out of State/Homeless,2015,Not_Defined_Elsewhere,520
Out of State/Homeless,2015,Other,77
Out of State/Homeless,2015,Prison/Jail,585
Out of State/Homeless,2015,Psychiatric_Care,841
Out of State/Homeless,2015,Rehab,893
Out of State/Homeless,2015,Residential Care facility,628
Out of State/Homeless,2015,Routine (Home),56480
Out of State/Homeless,2015,Skilled Nursing/Intermediate Care (SN/IC),3983
Out of State/Homeless,2016,Acute Care,1761
Out of State/Homeless,2016,Childrens_or_Cancer,105
Out of State/Homeless,2016,Critical Access Hospital,21
Out of State/Homeless,2016,Died,1521
Out of State/Homeless,2016,Disaster_Care_Site,1
Out of State/Homeless,2016,Home Health Service,3919
Out of State/Homeless,2016,Hospice_Care,412
Out of State/Homeless,2016,Invalid or Blank,31
Out of State/Homeless,2016,Left Against Medical Advice,4609
Out of State/Homeless,2016,Not_Defined_Elsewhere,1400
Out of State/Homeless,2016,Other,83
Out of State/Homeless,2016,Prison/Jail,620
Out of State/Homeless,2016,Psychiatric_Care,874
Out of State/Homeless,2016,Rehab,1093
Out of State/Homeless,2016,Residential Care facility,737
Out of State/Homeless,2016,Routine (Home),59172
Out of State/Homeless,2016,Skilled Nursing/Intermediate Care (SN/IC),4924
Out of State/Homeless,2017,Acute Care,3015
Out of State/Homeless,2017,Childrens_or_Cancer,105
Out of State/Homeless,2017,Critical Access Hospital,17
Out of State/Homeless,2017,Died,1889
Out of State/Homeless,2017,Disaster_Care_Site,8
Out of State/Homeless,2017,Home Health Service,4852
Out of State/Homeless,2017,Hospice_Care,556
Out of State/Homeless,2017,Invalid or Blank,51
Out of State/Homeless,2017,Left Against Medical Advice,8372
Out of State/Homeless,2017,Not_Defined_Elsewhere,1373
Out of State/Homeless,2017,Other,104
Out of State/Homeless,2017,Prison/Jail,990
Out of State/Homeless,2017,Psychiatric_Care,1661
Out of State/Homeless,2017,Rehab,1468
Out of State/Homeless,2017,Residential Care facility,1570
Out of State/Homeless,2017,Routine (Home),85848
Out of State/Homeless,2017,Skilled Nursing/Intermediate Care (SN/IC),8076
Out of State/Homeless,2018,Acute Care,3439
Out of State/Homeless,2018,Childrens_or_Cancer,156
Out of State/Homeless,2018,Critical Access Hospital,15
Out of State/Homeless,2018,Died,2109
Out of State/Homeless,2018,Disaster_Care_Site,8
Out of State/Homeless,2018,Home Health Service,5476
Out of State/Homeless,2018,Hospice_Care,676
Out of State/Homeless,2018,Invalid or Blank,44
Out of State/Homeless,2018,Left Against Medical Advice,11620
Out of State/Homeless,2018,Not_Defined_Elsewhere,1404
Out of State/Homeless,2018,Other,99
Out of State/Homeless,2018,Prison/Jail,1417
Out of State/Homeless,2018,Psychiatric_Care,2309
Out of State/Homeless,2018,Rehab,1888
Out of State/Homeless,2018,Residential Care facility,2380
Out of State/Homeless,2018,Routine (Home),104431
Out of State/Homeless,2018,Skilled Nursing/Intermediate Care (SN/IC),10547
Out of State/Homeless,2019,Acute Care,3835
Out of State/Homeless,2019,Childrens_or_Cancer,179
Out of State/Homeless,2019,Critical Access Hospital,20
Out of State/Homeless,2019,Died,2241
Out of State/Homeless,2019,Disaster_Care_Site,28
Out of State/Homeless,2019,Home Health Service,6180
Out of State/Homeless,2019,Hospice_Care,755
Out of State/Homeless,2019,Invalid or Blank,24
Out of State/Homeless,2019,Left Against Medical Advice,14217
Out of State/Homeless,2019,Not_Defined_Elsewhere,1439
Out of State/Homeless,2019,Other,113
Out of State/Homeless,2019,Prison/Jail,1632
Out of State/Homeless,2019,Psychiatric_Care,2394
Out of State/Homeless,2019,Rehab,2345
Out of State/Homeless,2019,Residential Care facility,3083
Out of State/Homeless,2019,Routine (Home),116677
Out of State/Homeless,2019,Skilled Nursing/Intermediate Care (SN/IC),13003
Out of State/Homeless,2020,Acute Care,3545
Out of State/Homeless,2020,Childrens_or_Cancer,119
Out of State/Homeless,2020,Critical Access Hospital,14
Out of State/Homeless,2020,Died,2485
Out of State/Homeless,2020,Disaster_Care_Site,56
Out of State/Homeless,2020,Home Health Service,6589
Out of State/Homeless,2020,Hospice_Care,807
Out of State/Homeless,2020,Invalid or Blank,10
Out of State/Homeless,2020,Left Against Medical Advice,15098
Out of State/Homeless,2020,Not_Defined_Elsewhere,1707
Out of State/Homeless,2020,Other,69
Out of State/Homeless,2020,Prison/Jail,1098
Out of State/Homeless,2020,Psychiatric_Care,2568
Out of State/Homeless,2020,Rehab,2181
Out of State/Homeless,2020,Residential Care facility,2415
Out of State/Homeless,2020,Routine (Home),101931
Out of State/Homeless,2020,Skilled Nursing/Intermediate Care (SN/IC),11291
Out of State/Homeless,2021,Acute Care,3412
Out of State/Homeless,2021,Childrens_or_Cancer,120
Out of State/Homeless,2021,Critical Access Hospital,19
Out of State/Homeless,2021,Died,2826
Out of State/Homeless,2021,Disaster_Care_Site,35
Out of State/Homeless,2021,Home Health Service,6690
Out of State/Homeless,2021,Hospice_Care,833
Out of State/Homeless,2021,Invalid or Blank,14
Out of State/Homeless,2021,Left Against Medical Advice,15511
Out of State/Homeless,2021,Not_Defined_Elsewhere,1550
Out of State/Homeless,2021,Other,84
Out of State/Homeless,2021,Prison/Jail,1316
Out of State/Homeless,2021,Psychiatric_Care,2446
Out of State/Homeless,2021,Rehab,2418
Out of State/Homeless,2021,Residential Care facility,2319
Out of State/Homeless,2021,Routine (Home),98726
Out of State/Homeless,2021,Skilled Nursing/Intermediate Care (SN/IC),12906
Out of State/Homeless,2022,Acute Care,3569
Out of State/Homeless,2022,Childrens_or_Cancer,145
Out of State/Homeless,2022,Critical Access Hospital,24
Out of State/Homeless,2022,Died,2726
Out of State/Homeless,2022,Disaster_Care_Site,30
Out of State/Homeless,2022,Home Health Service,7424
Out of State/Homeless,2022,Hospice_Care,899
Out of State/Homeless,2022,Invalid or Blank,14
Out of State/Homeless,2022,Left Against Medical Advice,16371
Out of State/Homeless,2022,Not_Defined_Elsewhere,1402
Out of State/Homeless,2022,Other,108
Out of State/Homeless,2022,Prison/Jail,1345
Out of State/Homeless,2022,Psychiatric_Care,2346
Out of State/Homeless,2022,Rehab,2643
Out of State/Homeless,2022,Residential Care facility,2365
Out of State/Homeless,2022,Routine (Home),105817
Out of State/Homeless,2022,Skilled Nursing/Intermediate Care (SN/IC),11941
Out of State/Homeless,2023,Acute Care,1974
Out of State/Homeless,2023,Childrens_or_Cancer,73
Out of State/Homeless,2023,Critical Access Hospital,3
Out of State/Homeless,2023,Died,1745
Out of State/Homeless,2023,Disaster_Care_Site,23
Out of State/Homeless,2023,Home Health Service,5174
Out of State/Homeless,2023,Hospice_Care,573
Out of State/Homeless,2023,Invalid or Blank,4
Out of State/Homeless,2023,Left Against Medical Advice,6334
Out of State/Homeless,2023,Not_Defined_Elsewhere,540
Out of State/Homeless,2023,Other,28
Out of State/Homeless,2023,Prison/Jail,752
Out of State/Homeless,2023,Psychiatric_Care,873
Out of State/Homeless,2023,Rehab,1268
Out of State/Homeless,2023,Residential Care facility,937
Out of State/Homeless,2023,Routine (Home),54716
Out of State/Homeless,2023,Skilled Nursing/Intermediate Care (SN/IC),5436
Placer,2012,Acute Care at another hospital,657
Placer,2012,Acute Care within the admitting hospital,39
Placer,2012,Died,679
Placer,2012,Home Health Service,4228
Placer,2012,Left Against Medical Advice,170
Placer,2012,Other,30
Placer,2012,Other Care (not SN/IC) at another hospital,261
Placer,2012,Other Care with the admitting hospital,399
Placer,2012,Prison/Jail,30
Placer,2012,Residential Care facility,409
Placer,2012,Routine (Home),23315
Placer,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,46
Placer,2012,SN/IC at another facility,2934
Placer,2013,Acute Care at another hospital,661
Placer,2013,Acute Care within the admitting hospital,44
Placer,2013,Died,647
Placer,2013,Home Health Service,4764
Placer,2013,Left Against Medical Advice,184
Placer,2013,Other,61
Placer,2013,Other Care (not SN/IC) at another hospital,249
Placer,2013,Other Care with the admitting hospital,333
Placer,2013,Prison/Jail,27
Placer,2013,Residential Care facility,336
Placer,2013,Routine (Home),22598
Placer,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,48
Placer,2013,SN/IC at another facility,2915
Placer,2014,Acute Care at another hospital,619
Placer,2014,Acute Care within the admitting hospital,49
Placer,2014,Died,615
Placer,2014,Home Health Service,4360
Placer,2014,Invalid,3
Placer,2014,Left Against Medical Advice,197
Placer,2014,Other,109
Placer,2014,Other Care (not SN/IC) at another hospital,257
Placer,2014,Other Care with the admitting hospital,270
Placer,2014,Prison/Jail,26
Placer,2014,Residential Care facility,227
Placer,2014,Routine (Home),21692
Placer,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,40
Placer,2014,SN/IC at another facility,2839
Placer,2015,Acute Care,685
Placer,2015,Childrens_or_Cancer,15
Placer,2015,Critical Access Hospital,14
Placer,2015,Died,652
Placer,2015,Disaster_Care_Site,1
Placer,2015,Home Health Service,3905
Placer,2015,Hospice_Care,489
Placer,2015,Invalid or Blank,8
Placer,2015,Left Against Medical Advice,207
Placer,2015,Not_Defined_Elsewhere,108
Placer,2015,Other,1
Placer,2015,Prison/Jail,12
Placer,2015,Psychiatric_Care,97
Placer,2015,Rehab,329
Placer,2015,Residential Care facility,253
Placer,2015,Routine (Home),21564
Placer,2015,Skilled Nursing/Intermediate Care (SN/IC),2971
Placer,2016,Acute Care,588
Placer,2016,Childrens_or_Cancer,3
Placer,2016,Critical Access Hospital,5
Placer,2016,Died,733
Placer,2016,Home Health Service,5157
Placer,2016,Hospice_Care,601
Placer,2016,Invalid or Blank,2
Placer,2016,Left Against Medical Advice,254
Placer,2016,Not_Defined_Elsewhere,39
Placer,2016,Other,1
Placer,2016,Prison/Jail,25
Placer,2016,Psychiatric_Care,108
Placer,2016,Rehab,375
Placer,2016,Residential Care facility,180
Placer,2016,Routine (Home),21795
Placer,2016,Skilled Nursing/Intermediate Care (SN/IC),3030
Placer,2017,Acute Care,694
Placer,2017,Childrens_or_Cancer,2
Placer,2017,Critical Access Hospital,5
Placer,2017,Died,675
Placer,2017,Disaster_Care_Site,1
Placer,2017,Home Health Service,5525
Placer,2017,Hospice_Care,645
Placer,2017,Invalid or Blank,1
Placer,2017,Left Against Medical Advice,228
Placer,2017,Not_Defined_Elsewhere,33
Placer,2017,Prison/Jail,34
Placer,2017,Psychiatric_Care,84
Placer,2017,Rehab,351
Placer,2017,Residential Care facility,124
Placer,2017,Routine (Home),21569
Placer,2017,Skilled Nursing/Intermediate Care (SN/IC),3022
Placer,2018,Acute Care,682
Placer,2018,Childrens_or_Cancer,2
Placer,2018,Critical Access Hospital,2
Placer,2018,Died,639
Placer,2018,Home Health Service,5357
Placer,2018,Hospice_Care,663
Placer,2018,Left Against Medical Advice,286
Placer,2018,Not_Defined_Elsewhere,20
Placer,2018,Other,1
Placer,2018,Prison/Jail,37
Placer,2018,Psychiatric_Care,90
Placer,2018,Rehab,439
Placer,2018,Residential Care facility,199
Placer,2018,Routine (Home),21172
Placer,2018,Skilled Nursing/Intermediate Care (SN/IC),3016
Placer,2019,Acute Care,787
Placer,2019,Childrens_or_Cancer,2
Placer,2019,Critical Access Hospital,14
Placer,2019,Died,647
Placer,2019,Home Health Service,5648
Placer,2019,Hospice_Care,661
Placer,2019,Invalid or Blank,1
Placer,2019,Left Against Medical Advice,252
Placer,2019,Not_Defined_Elsewhere,11
Placer,2019,Other,1
Placer,2019,Prison/Jail,39
Placer,2019,Psychiatric_Care,88
Placer,2019,Rehab,432
Placer,2019,Residential Care facility,172
Placer,2019,Routine (Home),21625
Placer,2019,Skilled Nursing/Intermediate Care (SN/IC),2950
Placer,2020,Acute Care,680
Placer,2020,Childrens_or_Cancer,2
Placer,2020,Critical Access Hospital,12
Placer,2020,Died,688
Placer,2020,Home Health Service,5656
Placer,2020,Hospice_Care,794
Placer,2020,Left Against Medical Advice,336
Placer,2020,Not_Defined_Elsewhere,22
Placer,2020,Other,1
Placer,2020,Prison/Jail,45
Placer,2020,Psychiatric_Care,75
Placer,2020,Rehab,393
Placer,2020,Residential Care facility,192
Placer,2020,Routine (Home),19859
Placer,2020,Skilled Nursing/Intermediate Care (SN/IC),2205
Placer,2021,Acute Care,815
Placer,2021,Childrens_or_Cancer,3
Placer,2021,Critical Access Hospital,4
Placer,2021,Died,821
Placer,2021,Home Health Service,5881
Placer,2021,Hospice_Care,810
Placer,2021,Left Against Medical Advice,418
Placer,2021,Not_Defined_Elsewhere,19
Placer,2021,Other,4
