patcnty1,dsch_yr,srcsite1,Discharges,AnnotationCode,AnnotationDesc
San Benito,2016,Home,4140,,
San Benito,2016,Invalid,2,,
San Benito,2016,Newborn (born in admitting hospital),743,,
San Benito,2016,Other,99,,
San Benito,2016,Other Inpatient Hospital Care,31,,
San Benito,2016,Residential Care Facility,9,,
San Benito,2016,Skilled Nursing/Intermediate Care,35,,
San Benito,2017,Clinic or physicians' office,303,,
San Benito,2017,Information not available/Unknown,2,,
San Benito,2017,Newborn (born in admitting hospital),701,,
San Benito,2017,Newborn (born outside of hospital),1,,
San Benito,2017,"Newborn, Illogical Point of Origin",3,,
San Benito,2017,Non-health care facility,3516,,
San Benito,2017,SNF/ICF/ALF,21,,
San Benito,2017,Transfer from a different hospital,444,,
San Benito,2017,Transfer from ambulatory surgery,10,,
San Benito,2017,Transfer from another health care facility,33,,
San Benito,2017,Transfer from one distinct unit to another,377,,
San Benito,2018,Clinic or physicians' office,343,,
San Benito,2018,Court/Law Enforcement,1,,
San Benito,2018,Newborn (born in admitting hospital),763,,
San Benito,2018,Newborn (born outside of hospital),2,,
San Benito,2018,"Newborn, Illogical Point of Origin",3,,
San Benito,2018,Non-health care facility,3529,,
San Benito,2018,SNF/ICF/ALF,15,,
San Benito,2018,Transfer from a different hospital,557,,
San Benito,2018,Transfer from ambulatory surgery,11,,
San Benito,2018,Transfer from another health care facility,42,,
San Benito,2018,Transfer from one distinct unit to another,235,,
San Benito,2019,Clinic or physicians' office,373,,
San Benito,2019,Court/Law Enforcement,4,,
San Benito,2019,Information not available/Unknown,8,,
San Benito,2019,Newborn (born in admitting hospital),749,,
San Benito,2019,Newborn (born outside of hospital),3,,
San Benito,2019,"Newborn, Illogical Point of Origin",6,,
San Benito,2019,Non-health care facility,3401,,
San Benito,2019,SNF/ICF/ALF,18,,
San Benito,2019,Transfer from a different hospital,591,,
San Benito,2019,Transfer from ambulatory surgery,10,,
San Benito,2019,Transfer from another health care facility,30,,
San Benito,2019,Transfer from hospice facility,1,,
San Benito,2019,Transfer from one distinct unit to another,275,,
San Benito,2020,Clinic or physicians' office,284,,
San Benito,2020,Court/Law Enforcement,2,,
San Benito,2020,Information not available/Unknown,5,,
San Benito,2020,Newborn (born in admitting hospital),705,,
San Benito,2020,Newborn (born outside of hospital),1,,
San Benito,2020,"Newborn, Illogical Point of Origin",2,,
San Benito,2020,Non-health care facility,3115,,
San Benito,2020,SNF/ICF/ALF,14,,
San Benito,2020,Transfer from a different hospital,491,,
San Benito,2020,Transfer from ambulatory surgery,6,,
San Benito,2020,Transfer from another health care facility,23,,
San Benito,2020,Transfer from one distinct unit to another,125,,
San Benito,2021,Clinic or physicians' office,322,,
San Benito,2021,Information not available/Unknown,6,,
San Benito,2021,Newborn (born in admitting hospital),790,,
San Benito,2021,Newborn (born outside of hospital),1,,
San Benito,2021,"Newborn, Illogical Point of Origin",3,,
San Benito,2021,Non-health care facility,3808,,
San Benito,2021,SNF/ICF/ALF,19,,
San Benito,2021,Transfer from a different hospital,522,,
San Benito,2021,Transfer from ambulatory surgery,4,,
San Benito,2021,Transfer from another health care facility,25,,
San Benito,2021,Transfer from one distinct unit to another,156,,
San Benito,2022,Clinic or physicians' office,263,,
San Benito,2022,Information not available/Unknown,16,,
San Benito,2022,Newborn (born in admitting hospital),816,,
San Benito,2022,Newborn (born outside of hospital),1,,
San Benito,2022,Non-health care facility,4123,,
San Benito,2022,SNF/ICF/ALF,17,,
San Benito,2022,Transfer from a different hospital,479,,
San Benito,2022,Transfer from ambulatory surgery,8,,
San Benito,2022,Transfer from another health care facility,43,,
San Benito,2022,Transfer from one distinct unit to another,190,,
San Benito,2023,Clinic or physicians' office,274,,
San Benito,2023,Information not available/Unknown,8,,
San Benito,2023,Newborn (born in admitting hospital),715,,
San Benito,2023,Newborn (born outside of hospital),1,,
San Benito,2023,"Newborn, Illogical Point of Origin",1,,
San Benito,2023,Non-health care facility,3729,,
San Benito,2023,SNF/ICF/ALF,11,,
San Benito,2023,Transfer from a different hospital,576,,
San Benito,2023,Transfer from ambulatory surgery,10,,
San Benito,2023,Transfer from another health care facility,38,,
San Benito,2023,Transfer from hospice facility,1,,
San Benito,2023,Transfer from one distinct unit to another,224,,
San Bernardino,2012,Acute Inpatient Hospital Care,9112,,
San Bernardino,2012,Ambulatory Surgery,1597,,
San Bernardino,2012,Home,169476,,
San Bernardino,2012,Invalid,29,,
San Bernardino,2012,Newborn (born in admitting hospital),29120,,
San Bernardino,2012,Other,3843,,
San Bernardino,2012,Other Inpatient Hospital Care,1051,,
San Bernardino,2012,Prison/Jail,1552,,
San Bernardino,2012,Residential Care Facility,1711,,
San Bernardino,2012,Skilled Nursing/Intermediate Care,3713,,
San Bernardino,2013,Acute Inpatient Hospital Care,9872,,
San Bernardino,2013,Ambulatory Surgery,1586,,
San Bernardino,2013,Home,168777,,
San Bernardino,2013,Invalid,17,,
San Bernardino,2013,Newborn (born in admitting hospital),28689,,
San Bernardino,2013,Other,3743,,
San Bernardino,2013,Other Inpatient Hospital Care,1276,,
San Bernardino,2013,Prison/Jail,1796,,
San Bernardino,2013,Residential Care Facility,839,,
San Bernardino,2013,Skilled Nursing/Intermediate Care,3833,,
San Bernardino,2014,Acute Inpatient Hospital Care,9693,,
San Bernardino,2014,Ambulatory Surgery,1392,,
San Bernardino,2014,Home,168114,,
San Bernardino,2014,Invalid,22,,
San Bernardino,2014,Newborn (born in admitting hospital),29838,,
San Bernardino,2014,Other,4069,,
San Bernardino,2014,Other Inpatient Hospital Care,1547,,
San Bernardino,2014,Prison/Jail,1694,,
San Bernardino,2014,Residential Care Facility,701,,
San Bernardino,2014,Skilled Nursing/Intermediate Care,3558,,
San Bernardino,2015,Acute Inpatient Hospital Care,9346,,
San Bernardino,2015,Ambulatory Surgery,1268,,
San Bernardino,2015,Home,163518,,
San Bernardino,2015,Invalid,33,,
San Bernardino,2015,Newborn (born in admitting hospital),28342,,
San Bernardino,2015,Other,8240,,
San Bernardino,2015,Other Inpatient Hospital Care,1691,,
San Bernardino,2015,Prison/Jail,1358,,
San Bernardino,2015,Residential Care Facility,649,,
San Bernardino,2015,Skilled Nursing/Intermediate Care,3289,,
San Bernardino,2016,Acute Inpatient Hospital Care,9481,,
San Bernardino,2016,Ambulatory Surgery,912,,
San Bernardino,2016,Home,166565,,
San Bernardino,2016,Invalid,75,,
San Bernardino,2016,Newborn (born in admitting hospital),29292,,
San Bernardino,2016,Other,9446,,
San Bernardino,2016,Other Inpatient Hospital Care,1939,,
San Bernardino,2016,Prison/Jail,1631,,
San Bernardino,2016,Residential Care Facility,626,,
San Bernardino,2016,Skilled Nursing/Intermediate Care,2937,,
San Bernardino,2017,Clinic or physicians' office,9647,,
San Bernardino,2017,Court/Law Enforcement,1415,,
San Bernardino,2017,Information not available/Unknown,108,,
San Bernardino,2017,Newborn (born in admitting hospital),27797,,
San Bernardino,2017,Newborn (born outside of hospital),150,,
San Bernardino,2017,"Newborn, Illogical Point of Origin",52,,
San Bernardino,2017,Non-health care facility,153944,,
San Bernardino,2017,SNF/ICF/ALF,3011,,
San Bernardino,2017,Transfer from a different hospital,19543,,
San Bernardino,2017,Transfer from ambulatory surgery,388,,
San Bernardino,2017,Transfer from another health care facility,1406,,
San Bernardino,2017,Transfer from hospice facility,6,,
San Bernardino,2017,Transfer from one distinct unit to another,2618,,
San Bernardino,2018,Clinic or physicians' office,9892,,
San Bernardino,2018,Court/Law Enforcement,2326,,
San Bernardino,2018,Information not available/Unknown,208,,
San Bernardino,2018,Newborn (born in admitting hospital),27497,,
San Bernardino,2018,Newborn (born outside of hospital),137,,
San Bernardino,2018,"Newborn, Illogical Point of Origin",47,,
San Bernardino,2018,Non-health care facility,153026,,
San Bernardino,2018,SNF/ICF/ALF,2630,,
San Bernardino,2018,Transfer from a different hospital,21165,,
San Bernardino,2018,Transfer from ambulatory surgery,343,,
San Bernardino,2018,Transfer from another health care facility,806,,
San Bernardino,2018,Transfer from hospice facility,12,,
San Bernardino,2018,Transfer from one distinct unit to another,1254,,
San Bernardino,2019,Clinic or physicians' office,10342,,
San Bernardino,2019,Court/Law Enforcement,1367,,
San Bernardino,2019,Information not available/Unknown,318,,
San Bernardino,2019,Newborn (born in admitting hospital),26947,,
San Bernardino,2019,Newborn (born outside of hospital),129,,
San Bernardino,2019,"Newborn, Illogical Point of Origin",60,,
San Bernardino,2019,Non-health care facility,151762,,
San Bernardino,2019,SNF/ICF/ALF,2942,,
San Bernardino,2019,Transfer from a different hospital,21720,,
San Bernardino,2019,Transfer from ambulatory surgery,275,,
San Bernardino,2019,Transfer from another health care facility,872,,
San Bernardino,2019,Transfer from hospice facility,18,,
San Bernardino,2019,Transfer from one distinct unit to another,1153,,
San Bernardino,2020,Clinic or physicians' office,8467,,
San Bernardino,2020,Court/Law Enforcement,1340,,
San Bernardino,2020,Information not available/Unknown,316,,
San Bernardino,2020,Newborn (born in admitting hospital),25190,,
San Bernardino,2020,Newborn (born outside of hospital),93,,
San Bernardino,2020,"Newborn, Illogical Point of Origin",23,,
San Bernardino,2020,Non-health care facility,136964,,
San Bernardino,2020,SNF/ICF/ALF,3096,,
San Bernardino,2020,Transfer from a different hospital,17832,,
San Bernardino,2020,Transfer from ambulatory surgery,270,,
San Bernardino,2020,Transfer from another health care facility,783,,
San Bernardino,2020,Transfer from hospice facility,12,,
San Bernardino,2020,Transfer from one distinct unit to another,1002,,
San Bernardino,2021,Clinic or physicians' office,7540,,
San Bernardino,2021,Court/Law Enforcement,965,,
San Bernardino,2021,Information not available/Unknown,215,,
San Bernardino,2021,Newborn (born in admitting hospital),24797,,
San Bernardino,2021,Newborn (born outside of hospital),101,,
San Bernardino,2021,"Newborn, Illogical Point of Origin",28,,
San Bernardino,2021,Non-health care facility,141377,,
San Bernardino,2021,SNF/ICF/ALF,2689,,
San Bernardino,2021,Transfer from a different hospital,18401,,
San Bernardino,2021,Transfer from ambulatory surgery,185,,
San Bernardino,2021,Transfer from another health care facility,753,,
San Bernardino,2021,Transfer from hospice facility,13,,
San Bernardino,2021,Transfer from one distinct unit to another,989,,
San Bernardino,2022,Clinic or physicians' office,8607,,
San Bernardino,2022,Court/Law Enforcement,1330,,
San Bernardino,2022,Information not available/Unknown,261,,
San Bernardino,2022,Newborn (born in admitting hospital),24956,,
San Bernardino,2022,Newborn (born outside of hospital),97,,
San Bernardino,2022,"Newborn, Illogical Point of Origin",16,,
San Bernardino,2022,Non-health care facility,145679,,
San Bernardino,2022,SNF/ICF/ALF,3105,,
San Bernardino,2022,Transfer from a different hospital,16804,,
San Bernardino,2022,Transfer from ambulatory surgery,166,,
San Bernardino,2022,Transfer from another health care facility,1129,,
San Bernardino,2022,Transfer from hospice facility,10,,
San Bernardino,2022,Transfer from one distinct unit to another,957,,
San Bernardino,2023,Clinic or physicians' office,10603,,
San Bernardino,2023,Court/Law Enforcement,1728,,
San Bernardino,2023,Information not available/Unknown,478,,
San Bernardino,2023,Newborn (born in admitting hospital),23792,,
San Bernardino,2023,Newborn (born outside of hospital),82,,
San Bernardino,2023,"Newborn, Illogical Point of Origin",17,,
San Bernardino,2023,Non-health care facility,153967,,
San Bernardino,2023,SNF/ICF/ALF,3134,,
San Bernardino,2023,Transfer from a different hospital,18584,,
San Bernardino,2023,Transfer from ambulatory surgery,140,,
San Bernardino,2023,Transfer from another health care facility,1827,,
San Bernardino,2023,Transfer from hospice facility,17,,
San Bernardino,2023,Transfer from one distinct unit to another,1086,,
San Diego,2012,Acute Inpatient Hospital Care,11934,,
San Diego,2012,Ambulatory Surgery,3263,,
San Diego,2012,Home,235123,,
San Diego,2012,Invalid,1,,
San Diego,2012,Newborn (born in admitting hospital),39042,,
San Diego,2012,Other,7667,,
San Diego,2012,Other Inpatient Hospital Care,2740,,
San Diego,2012,Prison/Jail,1423,,
San Diego,2012,Residential Care Facility,2907,,
San Diego,2012,Skilled Nursing/Intermediate Care,8696,,
San Diego,2013,Acute Inpatient Hospital Care,10846,,
San Diego,2013,Ambulatory Surgery,2500,,
San Diego,2013,Home,230347,,
San Diego,2013,Invalid,2,,
San Diego,2013,Newborn (born in admitting hospital),38119,,
San Diego,2013,Other,9034,,
San Diego,2013,Other Inpatient Hospital Care,2660,,
San Diego,2013,Prison/Jail,1315,,
San Diego,2013,Residential Care Facility,3256,,
San Diego,2013,Skilled Nursing/Intermediate Care,8027,,
San Diego,2014,Acute Inpatient Hospital Care,11020,,
San Diego,2014,Ambulatory Surgery,1634,,
San Diego,2014,Home,230281,,
San Diego,2014,Invalid,5,,
San Diego,2014,Newborn (born in admitting hospital),38880,,
San Diego,2014,Other,7990,,
San Diego,2014,Other Inpatient Hospital Care,1814,,
San Diego,2014,Prison/Jail,1200,,
San Diego,2014,Residential Care Facility,3003,,
San Diego,2014,Skilled Nursing/Intermediate Care,6941,,
San Diego,2015,Acute Inpatient Hospital Care,11513,,
San Diego,2015,Ambulatory Surgery,1328,,
San Diego,2015,Home,235513,,
San Diego,2015,Invalid,5,,
San Diego,2015,Newborn (born in admitting hospital),38641,,
San Diego,2015,Other,8219,,
San Diego,2015,Other Inpatient Hospital Care,2785,,
San Diego,2015,Prison/Jail,1295,,
San Diego,2015,Residential Care Facility,2676,,
San Diego,2015,Skilled Nursing/Intermediate Care,6138,,
San Diego,2016,Acute Inpatient Hospital Care,11472,,
San Diego,2016,Ambulatory Surgery,1024,,
San Diego,2016,Home,231770,,
San Diego,2016,Invalid,2,,
San Diego,2016,Newborn (born in admitting hospital),37698,,
San Diego,2016,Other,8990,,
San Diego,2016,Other Inpatient Hospital Care,2456,,
San Diego,2016,Prison/Jail,1266,,
San Diego,2016,Residential Care Facility,2333,,
San Diego,2016,Skilled Nursing/Intermediate Care,5735,,
San Diego,2017,Clinic or physicians' office,9776,,
San Diego,2017,Court/Law Enforcement,1420,,
San Diego,2017,Information not available/Unknown,344,,
San Diego,2017,Newborn (born in admitting hospital),36375,,
San Diego,2017,Newborn (born outside of hospital),123,,
San Diego,2017,"Newborn, Illogical Point of Origin",100,,
San Diego,2017,Non-health care facility,219576,,
San Diego,2017,SNF/ICF/ALF,7456,,
San Diego,2017,Transfer from a different hospital,19746,,
San Diego,2017,Transfer from ambulatory surgery,166,,
San Diego,2017,Transfer from another health care facility,1547,,
San Diego,2017,Transfer from hospice facility,34,,
San Diego,2017,Transfer from one distinct unit to another,2329,,
San Diego,2018,Clinic or physicians' office,9992,,
San Diego,2018,Court/Law Enforcement,1525,,
San Diego,2018,Information not available/Unknown,166,,
San Diego,2018,Newborn (born in admitting hospital),35460,,
San Diego,2018,Newborn (born outside of hospital),118,,
San Diego,2018,"Newborn, Illogical Point of Origin",168,,
San Diego,2018,Non-health care facility,219977,,
San Diego,2018,SNF/ICF/ALF,6699,,
San Diego,2018,Transfer from a different hospital,19169,,
San Diego,2018,Transfer from ambulatory surgery,185,,
San Diego,2018,Transfer from another health care facility,1396,,
San Diego,2018,Transfer from hospice facility,44,,
San Diego,2018,Transfer from one distinct unit to another,2822,,
San Diego,2019,Clinic or physicians' office,11162,,
San Diego,2019,Court/Law Enforcement,1331,,
San Diego,2019,Information not available/Unknown,368,,
San Diego,2019,Newborn (born in admitting hospital),34139,,
San Diego,2019,Newborn (born outside of hospital),111,,
San Diego,2019,"Newborn, Illogical Point of Origin",20,,
San Diego,2019,Non-health care facility,220774,,
San Diego,2019,SNF/ICF/ALF,6135,,
San Diego,2019,Transfer from a different hospital,19614,,
San Diego,2019,Transfer from ambulatory surgery,179,,
San Diego,2019,Transfer from another health care facility,1826,,
San Diego,2019,Transfer from hospice facility,122,,
San Diego,2019,Transfer from one distinct unit to another,2568,,
San Diego,2020,Clinic or physicians' office,9100,,
San Diego,2020,Court/Law Enforcement,856,,
San Diego,2020,Information not available/Unknown,237,,
San Diego,2020,Newborn (born in admitting hospital),33451,,
San Diego,2020,Newborn (born outside of hospital),100,,
San Diego,2020,"Newborn, Illogical Point of Origin",35,,
San Diego,2020,Non-health care facility,199668,,
San Diego,2020,SNF/ICF/ALF,5646,,
San Diego,2020,Transfer from a different hospital,17929,,
San Diego,2020,Transfer from ambulatory surgery,163,,
San Diego,2020,Transfer from another health care facility,2348,,
San Diego,2020,Transfer from hospice facility,46,,
San Diego,2020,Transfer from one distinct unit to another,2511,,
San Diego,2021,Clinic or physicians' office,11286,,
San Diego,2021,Court/Law Enforcement,932,,
San Diego,2021,Designated Disaster Alternative Care Site,8,,
San Diego,2021,Information not available/Unknown,297,,
San Diego,2021,Newborn (born in admitting hospital),34207,,
San Diego,2021,Newborn (born outside of hospital),113,,
San Diego,2021,"Newborn, Illogical Point of Origin",42,,
San Diego,2021,Non-health care facility,211197,,
San Diego,2021,SNF/ICF/ALF,5175,,
San Diego,2021,Transfer from a different hospital,18210,,
San Diego,2021,Transfer from ambulatory surgery,293,,
San Diego,2021,Transfer from another health care facility,2455,,
San Diego,2021,Transfer from hospice facility,56,,
San Diego,2021,Transfer from one distinct unit to another,2222,,
San Diego,2022,Clinic or physicians' office,13622,,
San Diego,2022,Court/Law Enforcement,953,,
San Diego,2022,Designated Disaster Alternative Care Site,7,,
San Diego,2022,Information not available/Unknown,336,,
San Diego,2022,Newborn (born in admitting hospital),34753,,
San Diego,2022,Newborn (born outside of hospital),146,,
San Diego,2022,"Newborn, Illogical Point of Origin",60,,
San Diego,2022,Non-health care facility,212606,,
San Diego,2022,SNF/ICF/ALF,5420,,
San Diego,2022,Transfer from a different hospital,18306,,
San Diego,2022,Transfer from ambulatory surgery,197,,
San Diego,2022,Transfer from another health care facility,2383,,
San Diego,2022,Transfer from hospice facility,83,,
San Diego,2022,Transfer from one distinct unit to another,3132,,
San Diego,2023,Clinic or physicians' office,14305,,
San Diego,2023,Court/Law Enforcement,1011,,
San Diego,2023,Designated Disaster Alternative Care Site,2,,
San Diego,2023,Information not available/Unknown,749,,
San Diego,2023,Newborn (born in admitting hospital),32673,,
San Diego,2023,Newborn (born outside of hospital),107,,
San Diego,2023,"Newborn, Illogical Point of Origin",88,,
San Diego,2023,Non-health care facility,212948,,
San Diego,2023,SNF/ICF/ALF,5817,,
San Diego,2023,Transfer from a different hospital,20098,,
San Diego,2023,Transfer from ambulatory surgery,330,,
San Diego,2023,Transfer from another health care facility,3218,,
San Diego,2023,Transfer from hospice facility,100,,
San Diego,2023,Transfer from one distinct unit to another,3395,,
San Francisco,2012,Acute Inpatient Hospital Care,6083,,
San Francisco,2012,Ambulatory Surgery,207,,
San Francisco,2012,Home,58871,,
San Francisco,2012,Newborn (born in admitting hospital),8963,,
San Francisco,2012,Other,560,,
San Francisco,2012,Other Inpatient Hospital Care,404,,
San Francisco,2012,Prison/Jail,321,,
San Francisco,2012,Residential Care Facility,696,,
San Francisco,2012,Skilled Nursing/Intermediate Care,2125,,
San Francisco,2013,Acute Inpatient Hospital Care,5936,,
San Francisco,2013,Ambulatory Surgery,98,,
San Francisco,2013,Home,59069,,
San Francisco,2013,Invalid,4,,
San Francisco,2013,Newborn (born in admitting hospital),8681,,
San Francisco,2013,Other,693,,
San Francisco,2013,Other Inpatient Hospital Care,399,,
San Francisco,2013,Prison/Jail,384,,
San Francisco,2013,Residential Care Facility,606,,
San Francisco,2013,Skilled Nursing/Intermediate Care,1598,,
San Francisco,2014,Acute Inpatient Hospital Care,5841,,
San Francisco,2014,Ambulatory Surgery,93,,
San Francisco,2014,Home,57863,,
San Francisco,2014,Invalid,9,,
San Francisco,2014,Newborn (born in admitting hospital),9006,,
San Francisco,2014,Other,923,,
San Francisco,2014,Other Inpatient Hospital Care,397,,
San Francisco,2014,Prison/Jail,383,,
San Francisco,2014,Residential Care Facility,456,,
San Francisco,2014,Skilled Nursing/Intermediate Care,1530,,
San Francisco,2015,Acute Inpatient Hospital Care,5330,,
San Francisco,2015,Ambulatory Surgery,83,,
San Francisco,2015,Home,58432,,
San Francisco,2015,Invalid,11,,
San Francisco,2015,Newborn (born in admitting hospital),8915,,
San Francisco,2015,Other,963,,
San Francisco,2015,Other Inpatient Hospital Care,301,,
San Francisco,2015,Prison/Jail,367,,
San Francisco,2015,Residential Care Facility,440,,
San Francisco,2015,Skilled Nursing/Intermediate Care,1525,,
San Francisco,2016,Acute Inpatient Hospital Care,5127,,
San Francisco,2016,Ambulatory Surgery,52,,
San Francisco,2016,Home,58019,,
San Francisco,2016,Invalid,3,,
San Francisco,2016,Newborn (born in admitting hospital),8984,,
San Francisco,2016,Other,1070,,
San Francisco,2016,Other Inpatient Hospital Care,390,,
San Francisco,2016,Prison/Jail,440,,
San Francisco,2016,Residential Care Facility,508,,
San Francisco,2016,Skilled Nursing/Intermediate Care,1326,,
San Francisco,2017,Clinic or physicians' office,6127,,
San Francisco,2017,Court/Law Enforcement,238,,
San Francisco,2017,Information not available/Unknown,82,,
San Francisco,2017,Newborn (born in admitting hospital),8866,,
San Francisco,2017,Newborn (born outside of hospital),21,,
San Francisco,2017,"Newborn, Illogical Point of Origin",3,,
San Francisco,2017,Non-health care facility,48879,,
San Francisco,2017,SNF/ICF/ALF,1737,,
San Francisco,2017,Transfer from a different hospital,5629,,
San Francisco,2017,Transfer from ambulatory surgery,57,,
San Francisco,2017,Transfer from another health care facility,389,,
San Francisco,2017,Transfer from hospice facility,3,,
San Francisco,2017,Transfer from one distinct unit to another,557,,
San Francisco,2018,Clinic or physicians' office,5560,,
San Francisco,2018,Court/Law Enforcement,234,,
San Francisco,2018,Information not available/Unknown,34,,
San Francisco,2018,Newborn (born in admitting hospital),8547,,
San Francisco,2018,Newborn (born outside of hospital),23,,
San Francisco,2018,Non-health care facility,48897,,
San Francisco,2018,SNF/ICF/ALF,1516,,
San Francisco,2018,Transfer from a different hospital,5808,,
San Francisco,2018,Transfer from ambulatory surgery,35,,
San Francisco,2018,Transfer from another health care facility,269,,
San Francisco,2018,Transfer from hospice facility,17,,
San Francisco,2018,Transfer from one distinct unit to another,504,,
San Francisco,2019,Clinic or physicians' office,6695,,
San Francisco,2019,Court/Law Enforcement,156,,
San Francisco,2019,Information not available/Unknown,54,,
San Francisco,2019,Newborn (born in admitting hospital),7997,,
San Francisco,2019,Newborn (born outside of hospital),16,,
San Francisco,2019,"Newborn, Illogical Point of Origin",3,,
San Francisco,2019,Non-health care facility,46144,,
San Francisco,2019,SNF/ICF/ALF,1460,,
San Francisco,2019,Transfer from a different hospital,6720,,
San Francisco,2019,Transfer from ambulatory surgery,29,,
San Francisco,2019,Transfer from another health care facility,272,,
San Francisco,2019,Transfer from hospice facility,11,,
San Francisco,2019,Transfer from one distinct unit to another,494,,
San Francisco,2020,Clinic or physicians' office,6460,,
San Francisco,2020,Court/Law Enforcement,86,,
San Francisco,2020,Information not available/Unknown,118,,
San Francisco,2020,Newborn (born in admitting hospital),6982,,
San Francisco,2020,Newborn (born outside of hospital),12,,
San Francisco,2020,"Newborn, Illogical Point of Origin",2,,
San Francisco,2020,Non-health care facility,41757,,
San Francisco,2020,SNF/ICF/ALF,1179,,
San Francisco,2020,Transfer from a different hospital,5169,,
San Francisco,2020,Transfer from ambulatory surgery,13,,
San Francisco,2020,Transfer from another health care facility,238,,
San Francisco,2020,Transfer from hospice facility,2,,
San Francisco,2020,Transfer from one distinct unit to another,563,,
San Francisco,2021,Clinic or physicians' office,5704,,
San Francisco,2021,Court/Law Enforcement,68,,
San Francisco,2021,Information not available/Unknown,27,,
San Francisco,2021,Newborn (born in admitting hospital),6956,,
San Francisco,2021,Newborn (born outside of hospital),19,,
San Francisco,2021,"Newborn, Illogical Point of Origin",5,,
San Francisco,2021,Non-health care facility,44423,,
San Francisco,2021,SNF/ICF/ALF,1179,,
San Francisco,2021,Transfer from a different hospital,5134,,
San Francisco,2021,Transfer from ambulatory surgery,21,,
San Francisco,2021,Transfer from another health care facility,180,,
San Francisco,2021,Transfer from hospice facility,6,,
San Francisco,2021,Transfer from one distinct unit to another,573,,
San Francisco,2022,Clinic or physicians' office,4777,,
San Francisco,2022,Court/Law Enforcement,39,,
San Francisco,2022,Information not available/Unknown,207,,
San Francisco,2022,Newborn (born in admitting hospital),6999,,
San Francisco,2022,Newborn (born outside of hospital),6,,
San Francisco,2022,"Newborn, Illogical Point of Origin",4,,
San Francisco,2022,Non-health care facility,45726,,
San Francisco,2022,SNF/ICF/ALF,1091,,
San Francisco,2022,Transfer from a different hospital,5149,,
San Francisco,2022,Transfer from ambulatory surgery,11,,
San Francisco,2022,Transfer from another health care facility,149,,
San Francisco,2022,Transfer from hospice facility,7,,
San Francisco,2022,Transfer from one distinct unit to another,436,,
San Francisco,2023,Clinic or physicians' office,4708,,
San Francisco,2023,Court/Law Enforcement,50,,
San Francisco,2023,Information not available/Unknown,52,,
San Francisco,2023,Newborn (born in admitting hospital),6778,,
San Francisco,2023,Newborn (born outside of hospital),10,,
San Francisco,2023,"Newborn, Illogical Point of Origin",4,,
San Francisco,2023,Non-health care facility,51499,,
San Francisco,2023,SNF/ICF/ALF,1128,,
San Francisco,2023,Transfer from a different hospital,5289,,
San Francisco,2023,Transfer from ambulatory surgery,13,,
San Francisco,2023,Transfer from another health care facility,267,,
San Francisco,2023,Transfer from hospice facility,6,,
San Francisco,2023,Transfer from one distinct unit to another,372,,
San Joaquin,2012,Acute Inpatient Hospital Care,2188,,
San Joaquin,2012,Ambulatory Surgery,190,,
San Joaquin,2012,Home,51834,,
San Joaquin,2012,Newborn (born in admitting hospital),10036,,
San Joaquin,2012,Other,1734,,
San Joaquin,2012,Other Inpatient Hospital Care,154,,
San Joaquin,2012,Prison/Jail,251,,
San Joaquin,2012,Residential Care Facility,837,,
San Joaquin,2012,Skilled Nursing/Intermediate Care,1942,,
San Joaquin,2013,Acute Inpatient Hospital Care,1906,,
San Joaquin,2013,Ambulatory Surgery,171,,
San Joaquin,2013,Home,51349,,
San Joaquin,2013,Invalid,1,,
San Joaquin,2013,Newborn (born in admitting hospital),9703,,
San Joaquin,2013,Other,1668,,
San Joaquin,2013,Other Inpatient Hospital Care,166,,
San Joaquin,2013,Prison/Jail,429,,
San Joaquin,2013,Residential Care Facility,713,,
San Joaquin,2013,Skilled Nursing/Intermediate Care,1576,,
San Joaquin,2014,Acute Inpatient Hospital Care,2362,,
San Joaquin,2014,Ambulatory Surgery,112,,
San Joaquin,2014,Home,53024,,
San Joaquin,2014,Invalid,2,,
San Joaquin,2014,Newborn (born in admitting hospital),9983,,
San Joaquin,2014,Other,1809,,
San Joaquin,2014,Other Inpatient Hospital Care,284,,
San Joaquin,2014,Prison/Jail,1218,,
San Joaquin,2014,Residential Care Facility,694,,
San Joaquin,2014,Skilled Nursing/Intermediate Care,1436,,
San Joaquin,2015,Acute Inpatient Hospital Care,2464,,
San Joaquin,2015,Ambulatory Surgery,72,,
San Joaquin,2015,Home,55692,,
San Joaquin,2015,Newborn (born in admitting hospital),9893,,
San Joaquin,2015,Other,2449,,
San Joaquin,2015,Other Inpatient Hospital Care,311,,
San Joaquin,2015,Prison/Jail,1009,,
San Joaquin,2015,Residential Care Facility,659,,
San Joaquin,2015,Skilled Nursing/Intermediate Care,1278,,
San Joaquin,2016,Acute Inpatient Hospital Care,2469,,
San Joaquin,2016,Ambulatory Surgery,88,,
San Joaquin,2016,Home,54898,,
San Joaquin,2016,Invalid,1,,
San Joaquin,2016,Newborn (born in admitting hospital),10215,,
San Joaquin,2016,Other,2371,,
San Joaquin,2016,Other Inpatient Hospital Care,584,,
San Joaquin,2016,Prison/Jail,1044,,
San Joaquin,2016,Residential Care Facility,640,,
San Joaquin,2016,Skilled Nursing/Intermediate Care,1062,,
San Joaquin,2017,Clinic or physicians' office,6129,,
San Joaquin,2017,Court/Law Enforcement,999,,
San Joaquin,2017,Information not available/Unknown,209,,
San Joaquin,2017,Newborn (born in admitting hospital),9849,,
