patcnty1,dsch_yr,pay_cat1,Discharges
Out of State/Homeless,2018,Medi-Cal,69250
Out of State/Homeless,2018,Medicare,35544
Out of State/Homeless,2018,Other Government,4673
Out of State/Homeless,2018,Other Indigent,523
Out of State/Homeless,2018,Other Payer,896
Out of State/Homeless,2018,Private Coverage,23463
Out of State/Homeless,2018,Self-Pay,10565
Out of State/Homeless,2018,Workers' Compensation,357
Out of State/Homeless,2019,County Indigent Program,3410
Out of State/Homeless,2019,Medi-Cal,81447
Out of State/Homeless,2019,Medicare,40105
Out of State/Homeless,2019,Other Government,5879
Out of State/Homeless,2019,Other Indigent,588
Out of State/Homeless,2019,Other Payer,1107
Out of State/Homeless,2019,Private Coverage,23294
Out of State/Homeless,2019,Self-Pay,11955
Out of State/Homeless,2019,Workers' Compensation,347
Out of State/Homeless,2020,County Indigent Program,4102
Out of State/Homeless,2020,Medi-Cal,79254
Out of State/Homeless,2020,Medicare,33941
Out of State/Homeless,2020,Other Government,5700
Out of State/Homeless,2020,Other Indigent,506
Out of State/Homeless,2020,Other Payer,935
Out of State/Homeless,2020,Private Coverage,18714
Out of State/Homeless,2020,Self-Pay,8500
Out of State/Homeless,2020,Workers' Compensation,258
Out of State/Homeless,2021,County Indigent Program,3978
Out of State/Homeless,2021,Invalid/Blank,97
Out of State/Homeless,2021,Medi-Cal,77362
Out of State/Homeless,2021,Medicare,33637
Out of State/Homeless,2021,Other Government,6518
Out of State/Homeless,2021,Other Indigent,540
Out of State/Homeless,2021,Other Payer,1087
Out of State/Homeless,2021,Private Coverage,19929
Out of State/Homeless,2021,Self-Pay,7811
Out of State/Homeless,2021,Workers' Compensation,266
Out of State/Homeless,2022,County Indigent Program,4072
Out of State/Homeless,2022,Invalid/Blank,119
Out of State/Homeless,2022,Medi-Cal,81193
Out of State/Homeless,2022,Medicare,36413
Out of State/Homeless,2022,Other Government,5183
Out of State/Homeless,2022,Other Indigent,424
Out of State/Homeless,2022,Other Payer,1217
Out of State/Homeless,2022,Private Coverage,21550
Out of State/Homeless,2022,Self-Pay,8729
Out of State/Homeless,2022,Workers' Compensation,269
Out of State/Homeless,2023,County Indigent Program,881
Out of State/Homeless,2023,Invalid/Blank,41
Out of State/Homeless,2023,Medi-Cal,28406
Out of State/Homeless,2023,Medicare,21641
Out of State/Homeless,2023,Other Government,2946
Out of State/Homeless,2023,Other Indigent,207
Out of State/Homeless,2023,Other Payer,769
Out of State/Homeless,2023,Private Coverage,18430
Out of State/Homeless,2023,Self-Pay,6864
Out of State/Homeless,2023,Workers' Compensation,268
Placer,2012,County Indigent Program,787
Placer,2012,Medi-Cal,3844
Placer,2012,Medicare,13781
Placer,2012,Other Government,695
Placer,2012,Other Indigent,18
Placer,2012,Other Payer,14
Placer,2012,Private Coverage,12962
Placer,2012,Self-Pay,898
Placer,2012,Workers' Compensation,198
Placer,2013,County Indigent Program,1049
Placer,2013,Medi-Cal,3853
Placer,2013,Medicare,13819
Placer,2013,Other Government,725
Placer,2013,Other Indigent,8
Placer,2013,Other Payer,15
Placer,2013,Private Coverage,12426
Placer,2013,Self-Pay,746
Placer,2013,Workers' Compensation,226
Placer,2014,County Indigent Program,136
Placer,2014,Invalid,9
Placer,2014,Medi-Cal,4686
Placer,2014,Medicare,12983
Placer,2014,Other Government,619
Placer,2014,Other Indigent,3
Placer,2014,Other Payer,24
Placer,2014,Private Coverage,12257
Placer,2014,Self-Pay,420
Placer,2014,Workers' Compensation,166
Placer,2015,County Indigent Program,90
Placer,2015,Invalid,4
Placer,2015,Medi-Cal,4924
Placer,2015,Medicare,13248
Placer,2015,Other Government,593
Placer,2015,Other Indigent,3
Placer,2015,Other Payer,54
Placer,2015,Private Coverage,11799
Placer,2015,Self-Pay,388
Placer,2015,Workers' Compensation,208
Placer,2016,County Indigent Program,72
Placer,2016,Invalid,2
Placer,2016,Medi-Cal,5026
Placer,2016,Medicare,14276
Placer,2016,Other Government,729
Placer,2016,Other Indigent,2
Placer,2016,Other Payer,36
Placer,2016,Private Coverage,12160
Placer,2016,Self-Pay,434
Placer,2016,Workers' Compensation,159
Placer,2017,County Indigent Program,71
Placer,2017,Invalid,3
Placer,2017,Medi-Cal,4744
Placer,2017,Medicare,14569
Placer,2017,Other Government,699
Placer,2017,Other Indigent,3
Placer,2017,Other Payer,53
Placer,2017,Private Coverage,12207
Placer,2017,Self-Pay,481
Placer,2017,Workers' Compensation,163
Placer,2018,County Indigent Program,44
Placer,2018,Invalid,10
Placer,2018,Medi-Cal,4391
Placer,2018,Medicare,14502
Placer,2018,Other Government,812
Placer,2018,Other Indigent,3
Placer,2018,Other Payer,26
Placer,2018,Private Coverage,12273
Placer,2018,Self-Pay,400
Placer,2018,Workers' Compensation,144
Placer,2019,County Indigent Program,38
Placer,2019,Medi-Cal,4386
Placer,2019,Medicare,15113
Placer,2019,Other Government,1029
Placer,2019,Other Payer,22
Placer,2019,Private Coverage,12161
Placer,2019,Self-Pay,430
Placer,2019,Workers' Compensation,151
Placer,2020,County Indigent Program,32
Placer,2020,Medi-Cal,4026
Placer,2020,Medicare,13993
Placer,2020,Other Government,1104
Placer,2020,Other Indigent,3
Placer,2020,Other Payer,38
Placer,2020,Private Coverage,11192
Placer,2020,Self-Pay,432
Placer,2020,Workers' Compensation,139
Placer,2021,County Indigent Program,48
Placer,2021,Invalid/Blank,1
Placer,2021,Medi-Cal,4616
Placer,2021,Medicare,15221
Placer,2021,Other Government,1264
Placer,2021,Other Payer,15
Placer,2021,Private Coverage,12786
Placer,2021,Self-Pay,422
Placer,2021,Workers' Compensation,126
Placer,2022,County Indigent Program,51
Placer,2022,Invalid/Blank,1
Placer,2022,Medi-Cal,4571
Placer,2022,Medicare,15978
Placer,2022,Other Government,1278
Placer,2022,Other Payer,27
Placer,2022,Private Coverage,12213
Placer,2022,Self-Pay,379
Placer,2022,Workers' Compensation,118
Placer,2023,County Indigent Program,96
Placer,2023,Invalid/Blank,2
Placer,2023,Medi-Cal,5487
Placer,2023,Medicare,17442
Placer,2023,Other Government,1334
Placer,2023,Other Indigent,4
Placer,2023,Other Payer,22
Placer,2023,Private Coverage,12567
Placer,2023,Self-Pay,322
Placer,2023,Workers' Compensation,118
Plumas,2012,County Indigent Program,31
Plumas,2012,Medi-Cal,307
Plumas,2012,Medicare,705
Plumas,2012,Other Government,17
Plumas,2012,Other Indigent,1
Plumas,2012,Other Payer,3
Plumas,2012,Private Coverage,305
Plumas,2012,Self-Pay,63
Plumas,2012,Workers' Compensation,6
Plumas,2013,County Indigent Program,36
Plumas,2013,Medi-Cal,320
Plumas,2013,Medicare,687
Plumas,2013,Other Government,17
Plumas,2013,Other Indigent,1
Plumas,2013,Other Payer,2
Plumas,2013,Private Coverage,281
Plumas,2013,Self-Pay,46
Plumas,2013,Workers' Compensation,13
Plumas,2014,County Indigent Program,7
Plumas,2014,Medi-Cal,408
Plumas,2014,Medicare,678
Plumas,2014,Other Government,12
Plumas,2014,Other Indigent,1
Plumas,2014,Other Payer,1
Plumas,2014,Private Coverage,286
Plumas,2014,Self-Pay,25
Plumas,2014,Workers' Compensation,13
Plumas,2015,County Indigent Program,2
Plumas,2015,Medi-Cal,442
Plumas,2015,Medicare,762
Plumas,2015,Other Government,22
Plumas,2015,Other Payer,1
Plumas,2015,Private Coverage,274
Plumas,2015,Self-Pay,13
Plumas,2015,Workers' Compensation,8
Plumas,2016,County Indigent Program,1
Plumas,2016,Medi-Cal,471
Plumas,2016,Medicare,740
Plumas,2016,Other Government,40
Plumas,2016,Private Coverage,269
Plumas,2016,Self-Pay,9
Plumas,2016,Workers' Compensation,7
Plumas,2017,County Indigent Program,1
Plumas,2017,Medi-Cal,445
Plumas,2017,Medicare,695
Plumas,2017,Other Government,25
Plumas,2017,Private Coverage,236
Plumas,2017,Self-Pay,12
Plumas,2017,Workers' Compensation,12
Plumas,2018,County Indigent Program,3
Plumas,2018,Medi-Cal,467
Plumas,2018,Medicare,735
Plumas,2018,Other Government,29
Plumas,2018,Other Payer,5
Plumas,2018,Private Coverage,319
Plumas,2018,Self-Pay,17
Plumas,2018,Workers' Compensation,11
Plumas,2019,Medi-Cal,435
Plumas,2019,Medicare,718
Plumas,2019,Other Government,25
Plumas,2019,Other Payer,2
Plumas,2019,Private Coverage,306
Plumas,2019,Self-Pay,14
Plumas,2019,Workers' Compensation,11
Plumas,2020,County Indigent Program,3
Plumas,2020,Medi-Cal,355
Plumas,2020,Medicare,570
Plumas,2020,Other Government,18
Plumas,2020,Private Coverage,262
Plumas,2020,Self-Pay,9
Plumas,2020,Workers' Compensation,5
Plumas,2021,County Indigent Program,3
Plumas,2021,Medi-Cal,384
Plumas,2021,Medicare,560
Plumas,2021,Other Government,35
Plumas,2021,Other Payer,2
Plumas,2021,Private Coverage,237
Plumas,2021,Self-Pay,16
Plumas,2021,Workers' Compensation,11
Plumas,2022,County Indigent Program,6
Plumas,2022,Medi-Cal,294
Plumas,2022,Medicare,573
Plumas,2022,Other Government,53
Plumas,2022,Other Payer,4
Plumas,2022,Private Coverage,217
Plumas,2022,Self-Pay,16
Plumas,2022,Workers' Compensation,7
Plumas,2023,County Indigent Program,6
Plumas,2023,Medi-Cal,320
Plumas,2023,Medicare,492
Plumas,2023,Other Government,38
Plumas,2023,Private Coverage,221
Plumas,2023,Self-Pay,9
Plumas,2023,Workers' Compensation,5
Riverside,2012,County Indigent Program,4567
Riverside,2012,Invalid,71
Riverside,2012,Medi-Cal,56733
Riverside,2012,Medicare,72588
Riverside,2012,Other Government,6658
Riverside,2012,Other Indigent,1195
Riverside,2012,Other Payer,711
Riverside,2012,Private Coverage,71796
Riverside,2012,Self-Pay,10059
Riverside,2012,Workers' Compensation,1424
Riverside,2013,County Indigent Program,4965
Riverside,2013,Invalid,32
Riverside,2013,Medi-Cal,58872
Riverside,2013,Medicare,72475
Riverside,2013,Other Government,5845
Riverside,2013,Other Indigent,1196
Riverside,2013,Other Payer,1245
Riverside,2013,Private Coverage,71445
Riverside,2013,Self-Pay,8391
Riverside,2013,Workers' Compensation,1419
Riverside,2014,County Indigent Program,801
Riverside,2014,Invalid,19
Riverside,2014,Medi-Cal,70735
Riverside,2014,Medicare,70072
Riverside,2014,Other Government,5376
Riverside,2014,Other Indigent,345
Riverside,2014,Other Payer,1284
Riverside,2014,Private Coverage,72225
Riverside,2014,Self-Pay,6565
Riverside,2014,Workers' Compensation,1236
Riverside,2015,County Indigent Program,148
Riverside,2015,Invalid,12
Riverside,2015,Medi-Cal,74090
Riverside,2015,Medicare,72087
Riverside,2015,Other Government,5732
Riverside,2015,Other Indigent,235
Riverside,2015,Other Payer,1540
Riverside,2015,Private Coverage,71991
Riverside,2015,Self-Pay,4852
Riverside,2015,Workers' Compensation,1111
Riverside,2016,County Indigent Program,124
Riverside,2016,Invalid,20
Riverside,2016,Medi-Cal,78880
Riverside,2016,Medicare,73676
Riverside,2016,Other Government,5639
Riverside,2016,Other Indigent,273
Riverside,2016,Other Payer,603
Riverside,2016,Private Coverage,66220
Riverside,2016,Self-Pay,5345
Riverside,2016,Workers' Compensation,1096
Riverside,2017,County Indigent Program,106
Riverside,2017,Invalid,20
Riverside,2017,Medi-Cal,77578
Riverside,2017,Medicare,75040
Riverside,2017,Other Government,4518
Riverside,2017,Other Indigent,322
Riverside,2017,Other Payer,519
Riverside,2017,Private Coverage,64349
Riverside,2017,Self-Pay,5911
Riverside,2017,Workers' Compensation,1010
Riverside,2018,County Indigent Program,47
Riverside,2018,Invalid,39
Riverside,2018,Medi-Cal,76417
Riverside,2018,Medicare,76594
Riverside,2018,Other Government,4893
Riverside,2018,Other Indigent,354
Riverside,2018,Other Payer,651
Riverside,2018,Private Coverage,62180
Riverside,2018,Self-Pay,5604
Riverside,2018,Workers' Compensation,912
Riverside,2019,County Indigent Program,57
Riverside,2019,Medi-Cal,75755
Riverside,2019,Medicare,78585
Riverside,2019,Other Government,5027
Riverside,2019,Other Indigent,511
Riverside,2019,Other Payer,1277
Riverside,2019,Private Coverage,62176
Riverside,2019,Self-Pay,6279
Riverside,2019,Workers' Compensation,917
Riverside,2020,County Indigent Program,54
Riverside,2020,Medi-Cal,70518
Riverside,2020,Medicare,71018
Riverside,2020,Other Government,4411
Riverside,2020,Other Indigent,507
Riverside,2020,Other Payer,725
Riverside,2020,Private Coverage,59312
Riverside,2020,Self-Pay,4639
Riverside,2020,Workers' Compensation,778
Riverside,2021,County Indigent Program,122
Riverside,2021,Invalid/Blank,24
Riverside,2021,Medi-Cal,73317
Riverside,2021,Medicare,71794
Riverside,2021,Other Government,5533
Riverside,2021,Other Indigent,416
Riverside,2021,Other Payer,1189
Riverside,2021,Private Coverage,63286
Riverside,2021,Self-Pay,4291
Riverside,2021,Workers' Compensation,728
Riverside,2022,County Indigent Program,179
Riverside,2022,Invalid/Blank,9
Riverside,2022,Medi-Cal,74281
Riverside,2022,Medicare,77227
Riverside,2022,Other Government,6648
Riverside,2022,Other Indigent,457
Riverside,2022,Other Payer,1431
Riverside,2022,Private Coverage,61364
Riverside,2022,Self-Pay,4416
Riverside,2022,Workers' Compensation,855
Riverside,2023,County Indigent Program,336
Riverside,2023,Invalid/Blank,14
Riverside,2023,Medi-Cal,79315
Riverside,2023,Medicare,81419
Riverside,2023,Other Government,7084
Riverside,2023,Other Indigent,361
Riverside,2023,Other Payer,2019
Riverside,2023,Private Coverage,60198
Riverside,2023,Self-Pay,3589
Riverside,2023,Workers' Compensation,772
Sacramento,2012,County Indigent Program,3568
Sacramento,2012,Invalid,1
Sacramento,2012,Medi-Cal,40348
Sacramento,2012,Medicare,48174
Sacramento,2012,Other Government,2427
Sacramento,2012,Other Indigent,718
Sacramento,2012,Other Payer,1206
Sacramento,2012,Private Coverage,46630
Sacramento,2012,Self-Pay,5235
Sacramento,2012,Workers' Compensation,794
Sacramento,2013,County Indigent Program,5191
Sacramento,2013,Invalid,13
Sacramento,2013,Medi-Cal,41186
Sacramento,2013,Medicare,49632
Sacramento,2013,Other Government,2520
Sacramento,2013,Other Indigent,423
Sacramento,2013,Other Payer,979
Sacramento,2013,Private Coverage,45707
Sacramento,2013,Self-Pay,4502
Sacramento,2013,Workers' Compensation,780
Sacramento,2014,County Indigent Program,782
Sacramento,2014,Invalid,33
Sacramento,2014,Medi-Cal,49535
Sacramento,2014,Medicare,49686
Sacramento,2014,Other Government,2990
Sacramento,2014,Other Indigent,175
Sacramento,2014,Other Payer,518
Sacramento,2014,Private Coverage,45188
Sacramento,2014,Self-Pay,2385
Sacramento,2014,Workers' Compensation,687
Sacramento,2015,County Indigent Program,114
Sacramento,2015,Invalid,36
Sacramento,2015,Medi-Cal,50747
Sacramento,2015,Medicare,51140
Sacramento,2015,Other Government,3096
Sacramento,2015,Other Indigent,42
Sacramento,2015,Other Payer,356
Sacramento,2015,Private Coverage,44879
Sacramento,2015,Self-Pay,1590
Sacramento,2015,Workers' Compensation,626
Sacramento,2016,County Indigent Program,539
Sacramento,2016,Invalid,6
Sacramento,2016,Medi-Cal,50103
Sacramento,2016,Medicare,50511
Sacramento,2016,Other Government,3456
Sacramento,2016,Other Indigent,29
Sacramento,2016,Other Payer,149
Sacramento,2016,Private Coverage,45262
Sacramento,2016,Self-Pay,1627
Sacramento,2016,Workers' Compensation,571
Sacramento,2017,County Indigent Program,512
Sacramento,2017,Invalid,38
Sacramento,2017,Medi-Cal,48680
Sacramento,2017,Medicare,52789
Sacramento,2017,Other Government,3505
Sacramento,2017,Other Indigent,41
Sacramento,2017,Other Payer,118
Sacramento,2017,Private Coverage,44794
Sacramento,2017,Self-Pay,1682
Sacramento,2017,Workers' Compensation,552
Sacramento,2018,County Indigent Program,420
Sacramento,2018,Invalid,64
Sacramento,2018,Medi-Cal,46164
Sacramento,2018,Medicare,52093
Sacramento,2018,Other Government,3189
Sacramento,2018,Other Indigent,27
Sacramento,2018,Other Payer,90
Sacramento,2018,Private Coverage,44865
Sacramento,2018,Self-Pay,1537
Sacramento,2018,Workers' Compensation,509
Sacramento,2019,County Indigent Program,330
Sacramento,2019,Medi-Cal,44231
Sacramento,2019,Medicare,52416
Sacramento,2019,Other Government,3316
Sacramento,2019,Other Indigent,17
Sacramento,2019,Other Payer,89
Sacramento,2019,Private Coverage,43691
Sacramento,2019,Self-Pay,1795
Sacramento,2019,Workers' Compensation,473
Sacramento,2020,County Indigent Program,265
Sacramento,2020,Medi-Cal,40506
Sacramento,2020,Medicare,47725
Sacramento,2020,Other Government,3325
Sacramento,2020,Other Indigent,16
Sacramento,2020,Other Payer,87
Sacramento,2020,Private Coverage,40888
Sacramento,2020,Self-Pay,1757
Sacramento,2020,Workers' Compensation,437
Sacramento,2021,County Indigent Program,140
Sacramento,2021,Invalid/Blank,64
Sacramento,2021,Medi-Cal,42695
Sacramento,2021,Medicare,49726
Sacramento,2021,Other Government,3201
Sacramento,2021,Other Indigent,19
Sacramento,2021,Other Payer,136
Sacramento,2021,Private Coverage,44626
Sacramento,2021,Self-Pay,1722
Sacramento,2021,Workers' Compensation,385
Sacramento,2022,County Indigent Program,355
Sacramento,2022,Invalid/Blank,22
Sacramento,2022,Medi-Cal,41797
Sacramento,2022,Medicare,51929
Sacramento,2022,Other Government,3328
Sacramento,2022,Other Indigent,25
Sacramento,2022,Other Payer,270
Sacramento,2022,Private Coverage,42927
Sacramento,2022,Self-Pay,1607
Sacramento,2022,Workers' Compensation,412
Sacramento,2023,County Indigent Program,636
Sacramento,2023,Invalid/Blank,55
Sacramento,2023,Medi-Cal,44992
Sacramento,2023,Medicare,56810
Sacramento,2023,Other Government,3550
Sacramento,2023,Other Indigent,12
Sacramento,2023,Other Payer,408
Sacramento,2023,Private Coverage,42724
Sacramento,2023,Self-Pay,1532
Sacramento,2023,Workers' Compensation,359
San Benito,2012,County Indigent Program,129
San Benito,2012,Medi-Cal,1432
San Benito,2012,Medicare,1658
San Benito,2012,Other Government,78
San Benito,2012,Other Indigent,10
San Benito,2012,Other Payer,21
San Benito,2012,Private Coverage,1657
San Benito,2012,Self-Pay,142
San Benito,2012,Workers' Compensation,56
San Benito,2013,County Indigent Program,136
San Benito,2013,Invalid,1
San Benito,2013,Medi-Cal,1379
San Benito,2013,Medicare,1669
San Benito,2013,Other Government,102
San Benito,2013,Other Indigent,13
San Benito,2013,Other Payer,28
San Benito,2013,Private Coverage,1821
San Benito,2013,Self-Pay,145
San Benito,2013,Workers' Compensation,43
San Benito,2014,County Indigent Program,5
San Benito,2014,Medi-Cal,1548
San Benito,2014,Medicare,1717
San Benito,2014,Other Government,86
San Benito,2014,Other Indigent,3
San Benito,2014,Other Payer,26
San Benito,2014,Private Coverage,1648
San Benito,2014,Self-Pay,59
San Benito,2014,Workers' Compensation,46
San Benito,2015,County Indigent Program,7
San Benito,2015,Medi-Cal,1476
San Benito,2015,Medicare,1679
San Benito,2015,Other Government,104
San Benito,2015,Other Indigent,11
San Benito,2015,Other Payer,14
San Benito,2015,Private Coverage,1702
San Benito,2015,Self-Pay,46
San Benito,2015,Workers' Compensation,53
San Benito,2016,County Indigent Program,15
San Benito,2016,Invalid,2
San Benito,2016,Medi-Cal,1636
San Benito,2016,Medicare,1757
San Benito,2016,Other Government,109
San Benito,2016,Other Indigent,6
San Benito,2016,Other Payer,12
San Benito,2016,Private Coverage,1794
San Benito,2016,Self-Pay,39
San Benito,2016,Workers' Compensation,42
San Benito,2017,County Indigent Program,12
San Benito,2017,Medi-Cal,1560
San Benito,2017,Medicare,1831
San Benito,2017,Other Government,122
San Benito,2017,Other Indigent,12
San Benito,2017,Other Payer,30
San Benito,2017,Private Coverage,1762
San Benito,2017,Self-Pay,47
San Benito,2017,Workers' Compensation,35
San Benito,2018,County Indigent Program,18
San Benito,2018,Invalid,4
San Benito,2018,Medi-Cal,1590
San Benito,2018,Medicare,1820
San Benito,2018,Other Government,114
San Benito,2018,Other Indigent,4
San Benito,2018,Other Payer,24
San Benito,2018,Private Coverage,1842
San Benito,2018,Self-Pay,48
San Benito,2018,Workers' Compensation,37
San Benito,2019,County Indigent Program,33
San Benito,2019,Medi-Cal,1415
San Benito,2019,Medicare,1850
San Benito,2019,Other Government,147
San Benito,2019,Other Indigent,4
San Benito,2019,Other Payer,28
San Benito,2019,Private Coverage,1883
San Benito,2019,Self-Pay,66
San Benito,2019,Workers' Compensation,42
San Benito,2020,County Indigent Program,1
San Benito,2020,Medi-Cal,1328
San Benito,2020,Medicare,1512
San Benito,2020,Other Government,84
San Benito,2020,Other Indigent,8
San Benito,2020,Other Payer,13
San Benito,2020,Private Coverage,1733
San Benito,2020,Self-Pay,64
San Benito,2020,Workers' Compensation,30
San Benito,2021,County Indigent Program,8
San Benito,2021,Medi-Cal,1462
San Benito,2021,Medicare,1910
San Benito,2021,Other Government,107
San Benito,2021,Other Indigent,2
San Benito,2021,Other Payer,38
San Benito,2021,Private Coverage,2024
San Benito,2021,Self-Pay,75
San Benito,2021,Workers' Compensation,30
San Benito,2022,County Indigent Program,6
San Benito,2022,Medi-Cal,1625
San Benito,2022,Medicare,2129
San Benito,2022,Other Government,107
San Benito,2022,Other Indigent,4
San Benito,2022,Other Payer,32
San Benito,2022,Private Coverage,1945
San Benito,2022,Self-Pay,91
San Benito,2022,Workers' Compensation,17
San Benito,2023,County Indigent Program,4
San Benito,2023,Invalid/Blank,1
San Benito,2023,Medi-Cal,1496
San Benito,2023,Medicare,1903
San Benito,2023,Other Government,126
San Benito,2023,Other Indigent,2
San Benito,2023,Other Payer,31
San Benito,2023,Private Coverage,1915
San Benito,2023,Self-Pay,91
San Benito,2023,Workers' Compensation,19
San Bernardino,2012,County Indigent Program,6045
San Bernardino,2012,Invalid,10
San Bernardino,2012,Medi-Cal,68738
San Bernardino,2012,Medicare,57918
San Bernardino,2012,Other Government,4706
San Bernardino,2012,Other Indigent,898
San Bernardino,2012,Other Payer,624
San Bernardino,2012,Private Coverage,71071
San Bernardino,2012,Self-Pay,9932
San Bernardino,2012,Workers' Compensation,1262
San Bernardino,2013,County Indigent Program,7504
San Bernardino,2013,Invalid,4
San Bernardino,2013,Medi-Cal,70666
San Bernardino,2013,Medicare,60357
San Bernardino,2013,Other Government,4940
San Bernardino,2013,Other Indigent,648
San Bernardino,2013,Other Payer,577
San Bernardino,2013,Private Coverage,63319
San Bernardino,2013,Self-Pay,11199
San Bernardino,2013,Workers' Compensation,1214
San Bernardino,2014,County Indigent Program,867
San Bernardino,2014,Invalid,15
San Bernardino,2014,Medi-Cal,86105
San Bernardino,2014,Medicare,59290
San Bernardino,2014,Other Government,4354
San Bernardino,2014,Other Indigent,86
San Bernardino,2014,Other Payer,581
San Bernardino,2014,Private Coverage,61449
San Bernardino,2014,Self-Pay,6734
San Bernardino,2014,Workers' Compensation,1147
San Bernardino,2015,County Indigent Program,617
San Bernardino,2015,Invalid,9
San Bernardino,2015,Medi-Cal,88472
San Bernardino,2015,Medicare,59674
San Bernardino,2015,Other Government,3135
San Bernardino,2015,Other Indigent,82
San Bernardino,2015,Other Payer,658
San Bernardino,2015,Private Coverage,59091
San Bernardino,2015,Self-Pay,4862
San Bernardino,2015,Workers' Compensation,1134
San Bernardino,2016,County Indigent Program,175
San Bernardino,2016,Invalid,20
San Bernardino,2016,Medi-Cal,92034
San Bernardino,2016,Medicare,62681
San Bernardino,2016,Other Government,3481
San Bernardino,2016,Other Indigent,76
San Bernardino,2016,Other Payer,597
San Bernardino,2016,Private Coverage,56923
San Bernardino,2016,Self-Pay,5933
San Bernardino,2016,Workers' Compensation,984
San Bernardino,2017,County Indigent Program,328
San Bernardino,2017,Invalid,70
San Bernardino,2017,Medi-Cal,90924
San Bernardino,2017,Medicare,63160
San Bernardino,2017,Other Government,2984
San Bernardino,2017,Other Indigent,60
San Bernardino,2017,Other Payer,609
San Bernardino,2017,Private Coverage,54815
San Bernardino,2017,Self-Pay,6143
San Bernardino,2017,Workers' Compensation,992
San Bernardino,2018,County Indigent Program,333
San Bernardino,2018,Invalid,356
San Bernardino,2018,Medi-Cal,89354
San Bernardino,2018,Medicare,63447
San Bernardino,2018,Other Government,3596
San Bernardino,2018,Other Indigent,62
San Bernardino,2018,Other Payer,723
San Bernardino,2018,Private Coverage,55005
San Bernardino,2018,Self-Pay,5564
San Bernardino,2018,Workers' Compensation,903
San Bernardino,2019,County Indigent Program,421
San Bernardino,2019,Medi-Cal,84397
San Bernardino,2019,Medicare,65432
San Bernardino,2019,Other Government,5153
San Bernardino,2019,Other Indigent,458
San Bernardino,2019,Other Payer,544
San Bernardino,2019,Private Coverage,54982
San Bernardino,2019,Self-Pay,5561
San Bernardino,2019,Workers' Compensation,853
San Bernardino,2020,County Indigent Program,462
San Bernardino,2020,Medi-Cal,75299
San Bernardino,2020,Medicare,57483
San Bernardino,2020,Other Government,4957
San Bernardino,2020,Other Indigent,343
San Bernardino,2020,Other Payer,504
San Bernardino,2020,Private Coverage,51985
San Bernardino,2020,Self-Pay,3630
San Bernardino,2020,Workers' Compensation,680
San Bernardino,2021,County Indigent Program,375
San Bernardino,2021,Invalid/Blank,100
San Bernardino,2021,Medi-Cal,75500
San Bernardino,2021,Medicare,57424
San Bernardino,2021,Other Government,5306
San Bernardino,2021,Other Indigent,306
San Bernardino,2021,Other Payer,584
San Bernardino,2021,Private Coverage,54554
San Bernardino,2021,Self-Pay,3238
San Bernardino,2021,Workers' Compensation,666
San Bernardino,2022,County Indigent Program,499
San Bernardino,2022,Invalid/Blank,91
San Bernardino,2022,Medi-Cal,77133
San Bernardino,2022,Medicare,60537
San Bernardino,2022,Other Government,5693
San Bernardino,2022,Other Indigent,76
San Bernardino,2022,Other Payer,1680
San Bernardino,2022,Private Coverage,53356
San Bernardino,2022,Self-Pay,3415
San Bernardino,2022,Workers' Compensation,637
San Bernardino,2023,County Indigent Program,787
San Bernardino,2023,Invalid/Blank,99
San Bernardino,2023,Medi-Cal,85715
San Bernardino,2023,Medicare,66470
San Bernardino,2023,Other Government,5837
San Bernardino,2023,Other Indigent,45
San Bernardino,2023,Other Payer,803
San Bernardino,2023,Private Coverage,52082
San Bernardino,2023,Self-Pay,2949
San Bernardino,2023,Workers' Compensation,668
San Diego,2012,County Indigent Program,12465
San Diego,2012,Invalid,5
San Diego,2012,Medi-Cal,66258
San Diego,2012,Medicare,105807
San Diego,2012,Other Government,11120
San Diego,2012,Other Indigent,418
San Diego,2012,Other Payer,274
San Diego,2012,Private Coverage,102551
San Diego,2012,Self-Pay,12258
San Diego,2012,Workers' Compensation,1640
San Diego,2013,County Indigent Program,13673
San Diego,2013,Invalid,7
San Diego,2013,Medi-Cal,62662
San Diego,2013,Medicare,105222
San Diego,2013,Other Government,10970
San Diego,2013,Other Indigent,375
San Diego,2013,Other Payer,156
San Diego,2013,Private Coverage,99086
San Diego,2013,Self-Pay,12286
San Diego,2013,Workers' Compensation,1669
San Diego,2014,County Indigent Program,1602
San Diego,2014,Invalid,5
San Diego,2014,Medi-Cal,77042
San Diego,2014,Medicare,103639
San Diego,2014,Other Government,11013
San Diego,2014,Other Indigent,109
San Diego,2014,Other Payer,265
San Diego,2014,Private Coverage,98627
San Diego,2014,Self-Pay,8904
San Diego,2014,Workers' Compensation,1562
San Diego,2015,County Indigent Program,1689
San Diego,2015,Invalid,10
San Diego,2015,Medi-Cal,82720
San Diego,2015,Medicare,105371
San Diego,2015,Other Government,11016
San Diego,2015,Other Indigent,91
San Diego,2015,Other Payer,1356
San Diego,2015,Private Coverage,96812
San Diego,2015,Self-Pay,7526
San Diego,2015,Workers' Compensation,1522
San Diego,2016,County Indigent Program,2015
San Diego,2016,Invalid,18
San Diego,2016,Medi-Cal,82518
San Diego,2016,Medicare,104773
San Diego,2016,Other Government,11348
San Diego,2016,Other Indigent,36
San Diego,2016,Other Payer,1869
San Diego,2016,Private Coverage,93063
