patcnty1,dsch_yr,typcare1,Discharges
Mariposa,2017,Chemical Dependency Recovery Care,2
Mariposa,2017,Physical Rehabilitation Care,18
Mariposa,2017,Psychiatric Care,69
Mariposa,2017,Skilled Nursing/Intermediate Care,70
Mariposa,2018,Acute Care,1696
Mariposa,2018,Chemical Dependency Recovery Care,3
Mariposa,2018,Physical Rehabilitation Care,11
Mariposa,2018,Psychiatric Care,73
Mariposa,2018,Skilled Nursing/Intermediate Care,97
Mariposa,2019,Acute Care,1690
Mariposa,2019,Chemical Dependency Recovery Care,4
Mariposa,2019,Physical Rehabilitation Care,15
Mariposa,2019,Psychiatric Care,76
Mariposa,2019,Skilled Nursing/Intermediate Care,67
Mariposa,2020,Acute Care,1562
Mariposa,2020,Physical Rehabilitation Care,25
Mariposa,2020,Psychiatric Care,60
Mariposa,2020,Skilled Nursing/Intermediate Care,36
Mariposa,2021,Acute Care,1612
Mariposa,2021,Chemical Dependency Recovery Care,1
Mariposa,2021,Physical Rehabilitation Care,19
Mariposa,2021,Psychiatric Care,39
Mariposa,2021,Skilled Nursing/Intermediate Care,53
Mariposa,2022,Acute Care,1609
Mariposa,2022,Chemical Dependency Recovery Care,1
Mariposa,2022,Physical Rehabilitation Care,23
Mariposa,2022,Psychiatric Care,60
Mariposa,2022,Skilled Nursing/Intermediate Care,61
Mariposa,2023,Acute Care,1697
Mariposa,2023,Chemical Dependency Recovery Care,3
Mariposa,2023,Physical Rehabilitation Care,27
Mariposa,2023,Psychiatric Care,71
Mariposa,2023,Skilled Nursing/Intermediate Care,93
Mendocino,2012,Acute Care,9084
Mendocino,2012,Chemical Dependency Recovery Care,6
Mendocino,2012,Physical Rehabilitation Care,54
Mendocino,2012,Psychiatric Care,194
Mendocino,2012,Skilled Nursing/Intermediate Care,270
Mendocino,2013,Acute Care,8930
Mendocino,2013,Chemical Dependency Recovery Care,9
Mendocino,2013,Physical Rehabilitation Care,81
Mendocino,2013,Psychiatric Care,185
Mendocino,2013,Skilled Nursing/Intermediate Care,298
Mendocino,2014,Acute Care,8706
Mendocino,2014,Chemical Dependency Recovery Care,4
Mendocino,2014,Physical Rehabilitation Care,59
Mendocino,2014,Psychiatric Care,361
Mendocino,2014,Skilled Nursing/Intermediate Care,380
Mendocino,2015,Acute Care,8660
Mendocino,2015,Chemical Dependency Recovery Care,5
Mendocino,2015,Physical Rehabilitation Care,61
Mendocino,2015,Psychiatric Care,445
Mendocino,2015,Skilled Nursing/Intermediate Care,338
Mendocino,2016,Acute Care,8806
Mendocino,2016,Chemical Dependency Recovery Care,4
Mendocino,2016,Physical Rehabilitation Care,69
Mendocino,2016,Psychiatric Care,401
Mendocino,2016,Skilled Nursing/Intermediate Care,318
Mendocino,2017,Acute Care,9094
Mendocino,2017,Chemical Dependency Recovery Care,1
Mendocino,2017,Physical Rehabilitation Care,65
Mendocino,2017,Psychiatric Care,539
Mendocino,2017,Skilled Nursing/Intermediate Care,280
Mendocino,2018,Acute Care,9128
Mendocino,2018,Chemical Dependency Recovery Care,1
Mendocino,2018,Physical Rehabilitation Care,82
Mendocino,2018,Psychiatric Care,602
Mendocino,2018,Skilled Nursing/Intermediate Care,211
Mendocino,2019,Acute Care,8979
Mendocino,2019,Chemical Dependency Recovery Care,2
Mendocino,2019,Physical Rehabilitation Care,75
Mendocino,2019,Psychiatric Care,516
Mendocino,2019,Skilled Nursing/Intermediate Care,245
Mendocino,2020,Acute Care,8345
Mendocino,2020,Chemical Dependency Recovery Care,4
Mendocino,2020,Physical Rehabilitation Care,63
Mendocino,2020,Psychiatric Care,454
Mendocino,2020,Skilled Nursing/Intermediate Care,218
Mendocino,2021,Acute Care,8595
Mendocino,2021,Chemical Dependency Recovery Care,4
Mendocino,2021,Physical Rehabilitation Care,72
Mendocino,2021,Psychiatric Care,426
Mendocino,2021,Skilled Nursing/Intermediate Care,231
Mendocino,2022,Acute Care,8259
Mendocino,2022,Physical Rehabilitation Care,52
Mendocino,2022,Psychiatric Care,468
Mendocino,2022,Skilled Nursing/Intermediate Care,268
Mendocino,2023,Acute Care,8438
Mendocino,2023,Chemical Dependency Recovery Care,4
Mendocino,2023,Physical Rehabilitation Care,68
Mendocino,2023,Psychiatric Care,532
Mendocino,2023,Skilled Nursing/Intermediate Care,289
Merced,2012,Acute Care,24702
Merced,2012,Chemical Dependency Recovery Care,4
Merced,2012,Physical Rehabilitation Care,60
Merced,2012,Psychiatric Care,742
Merced,2012,Skilled Nursing/Intermediate Care,141
Merced,2013,Acute Care,23510
Merced,2013,Chemical Dependency Recovery Care,4
Merced,2013,Physical Rehabilitation Care,55
Merced,2013,Psychiatric Care,729
Merced,2013,Skilled Nursing/Intermediate Care,135
Merced,2014,Acute Care,22909
Merced,2014,Chemical Dependency Recovery Care,5
Merced,2014,Physical Rehabilitation Care,75
Merced,2014,Psychiatric Care,961
Merced,2014,Skilled Nursing/Intermediate Care,88
Merced,2015,Acute Care,25874
Merced,2015,Chemical Dependency Recovery Care,3
Merced,2015,Physical Rehabilitation Care,65
Merced,2015,Psychiatric Care,993
Merced,2015,Skilled Nursing/Intermediate Care,12
Merced,2016,Acute Care,27016
Merced,2016,Chemical Dependency Recovery Care,7
Merced,2016,Physical Rehabilitation Care,76
Merced,2016,Psychiatric Care,933
Merced,2016,Skilled Nursing/Intermediate Care,11
Merced,2017,Acute Care,28297
Merced,2017,Chemical Dependency Recovery Care,14
Merced,2017,Physical Rehabilitation Care,127
Merced,2017,Psychiatric Care,1081
Merced,2017,Skilled Nursing/Intermediate Care,9
Merced,2018,Acute Care,28005
Merced,2018,Chemical Dependency Recovery Care,9
Merced,2018,Physical Rehabilitation Care,151
Merced,2018,Psychiatric Care,1088
Merced,2018,Skilled Nursing/Intermediate Care,20
Merced,2019,Acute Care,27034
Merced,2019,Chemical Dependency Recovery Care,6
Merced,2019,Physical Rehabilitation Care,149
Merced,2019,Psychiatric Care,1047
Merced,2019,Skilled Nursing/Intermediate Care,9
Merced,2020,Acute Care,24615
Merced,2020,Chemical Dependency Recovery Care,9
Merced,2020,Physical Rehabilitation Care,153
Merced,2020,Psychiatric Care,1053
Merced,2020,Skilled Nursing/Intermediate Care,13
Merced,2021,Acute Care,26098
Merced,2021,Chemical Dependency Recovery Care,8
Merced,2021,Physical Rehabilitation Care,134
Merced,2021,Psychiatric Care,1061
Merced,2021,Skilled Nursing/Intermediate Care,16
Merced,2022,Acute Care,25815
Merced,2022,Chemical Dependency Recovery Care,6
Merced,2022,Physical Rehabilitation Care,131
Merced,2022,Psychiatric Care,1153
Merced,2022,Skilled Nursing/Intermediate Care,13
Merced,2023,Acute Care,25643
Merced,2023,Chemical Dependency Recovery Care,9
Merced,2023,Physical Rehabilitation Care,154
Merced,2023,Psychiatric Care,1278
Merced,2023,Skilled Nursing/Intermediate Care,11
Modoc,2012,Acute Care,624
Modoc,2012,Physical Rehabilitation Care,3
Modoc,2012,Psychiatric Care,16
Modoc,2012,Skilled Nursing/Intermediate Care,101
Modoc,2013,Acute Care,511
Modoc,2013,Chemical Dependency Recovery Care,1
Modoc,2013,Physical Rehabilitation Care,1
Modoc,2013,Psychiatric Care,25
Modoc,2013,Skilled Nursing/Intermediate Care,106
Modoc,2014,Acute Care,456
Modoc,2014,Physical Rehabilitation Care,2
Modoc,2014,Psychiatric Care,38
Modoc,2014,Skilled Nursing/Intermediate Care,90
Modoc,2015,Acute Care,522
Modoc,2015,Psychiatric Care,49
Modoc,2015,Skilled Nursing/Intermediate Care,90
Modoc,2016,Acute Care,517
Modoc,2016,Physical Rehabilitation Care,2
Modoc,2016,Psychiatric Care,25
Modoc,2016,Skilled Nursing/Intermediate Care,87
Modoc,2017,Acute Care,497
Modoc,2017,Psychiatric Care,33
Modoc,2017,Skilled Nursing/Intermediate Care,65
Modoc,2018,Acute Care,493
Modoc,2018,Chemical Dependency Recovery Care,1
Modoc,2018,Physical Rehabilitation Care,2
Modoc,2018,Psychiatric Care,41
Modoc,2018,Skilled Nursing/Intermediate Care,78
Modoc,2019,Acute Care,558
Modoc,2019,Chemical Dependency Recovery Care,1
Modoc,2019,Physical Rehabilitation Care,2
Modoc,2019,Psychiatric Care,22
Modoc,2019,Skilled Nursing/Intermediate Care,73
Modoc,2020,Acute Care,497
Modoc,2020,Physical Rehabilitation Care,2
Modoc,2020,Psychiatric Care,14
Modoc,2020,Skilled Nursing/Intermediate Care,71
Modoc,2021,Acute Care,439
Modoc,2021,Physical Rehabilitation Care,3
Modoc,2021,Psychiatric Care,14
Modoc,2021,Skilled Nursing/Intermediate Care,54
Modoc,2022,Acute Care,473
Modoc,2022,Physical Rehabilitation Care,1
Modoc,2022,Psychiatric Care,16
Modoc,2022,Skilled Nursing/Intermediate Care,70
Modoc,2023,Acute Care,427
Modoc,2023,Physical Rehabilitation Care,10
Modoc,2023,Psychiatric Care,34
Modoc,2023,Skilled Nursing/Intermediate Care,87
Mono,2012,Acute Care,603
Mono,2012,Chemical Dependency Recovery Care,5
Mono,2012,Physical Rehabilitation Care,3
Mono,2012,Psychiatric Care,8
Mono,2012,Skilled Nursing/Intermediate Care,1
Mono,2013,Acute Care,644
Mono,2013,Chemical Dependency Recovery Care,1
Mono,2013,Physical Rehabilitation Care,1
Mono,2013,Psychiatric Care,11
Mono,2013,Skilled Nursing/Intermediate Care,1
Mono,2014,Acute Care,644
Mono,2014,Chemical Dependency Recovery Care,1
Mono,2014,Physical Rehabilitation Care,2
Mono,2014,Psychiatric Care,3
Mono,2015,Acute Care,636
Mono,2015,Physical Rehabilitation Care,7
Mono,2015,Psychiatric Care,2
Mono,2015,Skilled Nursing/Intermediate Care,6
Mono,2016,Acute Care,658
Mono,2016,Chemical Dependency Recovery Care,1
Mono,2016,Physical Rehabilitation Care,1
Mono,2016,Psychiatric Care,4
Mono,2016,Skilled Nursing/Intermediate Care,11
Mono,2017,Acute Care,696
Mono,2017,Physical Rehabilitation Care,4
Mono,2017,Psychiatric Care,11
Mono,2017,Skilled Nursing/Intermediate Care,6
Mono,2018,Acute Care,682
Mono,2018,Chemical Dependency Recovery Care,2
Mono,2018,Physical Rehabilitation Care,5
Mono,2018,Psychiatric Care,4
Mono,2018,Skilled Nursing/Intermediate Care,5
Mono,2019,Acute Care,700
Mono,2019,Chemical Dependency Recovery Care,1
Mono,2019,Physical Rehabilitation Care,4
Mono,2019,Psychiatric Care,5
Mono,2019,Skilled Nursing/Intermediate Care,3
Mono,2020,Acute Care,593
Mono,2020,Chemical Dependency Recovery Care,2
Mono,2020,Physical Rehabilitation Care,3
Mono,2020,Psychiatric Care,8
Mono,2020,Skilled Nursing/Intermediate Care,2
Mono,2021,Acute Care,608
Mono,2021,Chemical Dependency Recovery Care,1
Mono,2021,Physical Rehabilitation Care,4
Mono,2021,Psychiatric Care,10
Mono,2021,Skilled Nursing/Intermediate Care,1
Mono,2022,Acute Care,584
Mono,2022,Chemical Dependency Recovery Care,2
Mono,2022,Physical Rehabilitation Care,1
Mono,2022,Psychiatric Care,10
Mono,2022,Skilled Nursing/Intermediate Care,3
Mono,2023,Acute Care,579
Mono,2023,Chemical Dependency Recovery Care,3
Mono,2023,Physical Rehabilitation Care,6
Mono,2023,Psychiatric Care,5
Mono,2023,Skilled Nursing/Intermediate Care,4
Monterey,2012,Acute Care,37461
Monterey,2012,Chemical Dependency Recovery Care,19
Monterey,2012,Physical Rehabilitation Care,428
Monterey,2012,Psychiatric Care,1356
Monterey,2012,Skilled Nursing/Intermediate Care,160
Monterey,2013,Acute Care,37276
Monterey,2013,Chemical Dependency Recovery Care,11
Monterey,2013,Physical Rehabilitation Care,467
Monterey,2013,Psychiatric Care,1317
Monterey,2013,Skilled Nursing/Intermediate Care,147
Monterey,2014,Acute Care,35643
Monterey,2014,Chemical Dependency Recovery Care,19
Monterey,2014,Physical Rehabilitation Care,676
Monterey,2014,Psychiatric Care,1435
Monterey,2014,Skilled Nursing/Intermediate Care,155
Monterey,2015,Acute Care,36740
Monterey,2015,Chemical Dependency Recovery Care,13
Monterey,2015,Physical Rehabilitation Care,707
Monterey,2015,Psychiatric Care,1606
Monterey,2015,Skilled Nursing/Intermediate Care,94
Monterey,2016,Acute Care,36817
Monterey,2016,Chemical Dependency Recovery Care,14
Monterey,2016,Physical Rehabilitation Care,681
Monterey,2016,Psychiatric Care,1442
Monterey,2016,Skilled Nursing/Intermediate Care,105
Monterey,2017,Acute Care,37385
Monterey,2017,Chemical Dependency Recovery Care,6
Monterey,2017,Physical Rehabilitation Care,721
Monterey,2017,Psychiatric Care,1419
Monterey,2017,Skilled Nursing/Intermediate Care,108
Monterey,2018,Acute Care,38217
Monterey,2018,Chemical Dependency Recovery Care,14
Monterey,2018,Physical Rehabilitation Care,760
Monterey,2018,Psychiatric Care,1480
Monterey,2018,Skilled Nursing/Intermediate Care,465
Monterey,2019,Acute Care,38798
Monterey,2019,Chemical Dependency Recovery Care,16
Monterey,2019,Physical Rehabilitation Care,788
Monterey,2019,Psychiatric Care,1776
Monterey,2019,Skilled Nursing/Intermediate Care,835
Monterey,2020,Acute Care,35108
Monterey,2020,Chemical Dependency Recovery Care,19
Monterey,2020,Physical Rehabilitation Care,783
Monterey,2020,Psychiatric Care,1550
Monterey,2020,Skilled Nursing/Intermediate Care,608
Monterey,2021,Acute Care,35939
Monterey,2021,Chemical Dependency Recovery Care,21
Monterey,2021,Physical Rehabilitation Care,815
Monterey,2021,Psychiatric Care,1453
Monterey,2021,Skilled Nursing/Intermediate Care,558
Monterey,2022,Acute Care,38465
Monterey,2022,Chemical Dependency Recovery Care,29
Monterey,2022,Physical Rehabilitation Care,814
Monterey,2022,Psychiatric Care,1398
Monterey,2022,Skilled Nursing/Intermediate Care,626
Monterey,2023,Acute Care,39730
Monterey,2023,Chemical Dependency Recovery Care,30
Monterey,2023,Physical Rehabilitation Care,843
Monterey,2023,Psychiatric Care,1498
Monterey,2023,Skilled Nursing/Intermediate Care,584
Napa,2012,Acute Care,13282
Napa,2012,Chemical Dependency Recovery Care,18
Napa,2012,Physical Rehabilitation Care,224
Napa,2012,Psychiatric Care,301
Napa,2012,Skilled Nursing/Intermediate Care,14
Napa,2013,Acute Care,12814
Napa,2013,Chemical Dependency Recovery Care,17
Napa,2013,Physical Rehabilitation Care,213
Napa,2013,Psychiatric Care,330
Napa,2013,Skilled Nursing/Intermediate Care,5
Napa,2014,Acute Care,12242
Napa,2014,Chemical Dependency Recovery Care,10
Napa,2014,Physical Rehabilitation Care,167
Napa,2014,Psychiatric Care,358
Napa,2014,Skilled Nursing/Intermediate Care,13
Napa,2015,Acute Care,12090
Napa,2015,Chemical Dependency Recovery Care,6
Napa,2015,Physical Rehabilitation Care,166
Napa,2015,Psychiatric Care,370
Napa,2015,Skilled Nursing/Intermediate Care,14
Napa,2016,Acute Care,12022
Napa,2016,Chemical Dependency Recovery Care,5
Napa,2016,Physical Rehabilitation Care,121
Napa,2016,Psychiatric Care,379
Napa,2016,Skilled Nursing/Intermediate Care,13
Napa,2017,Acute Care,11823
Napa,2017,Chemical Dependency Recovery Care,10
Napa,2017,Physical Rehabilitation Care,121
Napa,2017,Psychiatric Care,450
Napa,2017,Skilled Nursing/Intermediate Care,6
Napa,2018,Acute Care,11333
Napa,2018,Chemical Dependency Recovery Care,3
Napa,2018,Invalid/Blank,1
Napa,2018,Physical Rehabilitation Care,119
Napa,2018,Psychiatric Care,349
Napa,2018,Skilled Nursing/Intermediate Care,14
Napa,2019,Acute Care,11378
Napa,2019,Chemical Dependency Recovery Care,6
Napa,2019,Invalid/Blank,1
Napa,2019,Physical Rehabilitation Care,146
Napa,2019,Psychiatric Care,361
Napa,2019,Skilled Nursing/Intermediate Care,7
Napa,2020,Acute Care,9439
Napa,2020,Chemical Dependency Recovery Care,9
Napa,2020,Physical Rehabilitation Care,202
Napa,2020,Psychiatric Care,329
Napa,2020,Skilled Nursing/Intermediate Care,10
Napa,2021,Acute Care,9906
Napa,2021,Chemical Dependency Recovery Care,5
Napa,2021,Physical Rehabilitation Care,208
Napa,2021,Psychiatric Care,366
Napa,2021,Skilled Nursing/Intermediate Care,11
Napa,2022,Acute Care,9690
Napa,2022,Chemical Dependency Recovery Care,7
Napa,2022,Physical Rehabilitation Care,156
Napa,2022,Psychiatric Care,365
Napa,2022,Skilled Nursing/Intermediate Care,3
Napa,2023,Acute Care,10564
Napa,2023,Chemical Dependency Recovery Care,2
Napa,2023,Physical Rehabilitation Care,174
Napa,2023,Psychiatric Care,470
Napa,2023,Skilled Nursing/Intermediate Care,6
Nevada,2012,Acute Care,8687
Nevada,2012,Chemical Dependency Recovery Care,8
Nevada,2012,Physical Rehabilitation Care,53
Nevada,2012,Psychiatric Care,259
Nevada,2012,Skilled Nursing/Intermediate Care,373
Nevada,2013,Acute Care,8762
Nevada,2013,Chemical Dependency Recovery Care,6
Nevada,2013,Physical Rehabilitation Care,78
Nevada,2013,Psychiatric Care,293
Nevada,2013,Skilled Nursing/Intermediate Care,49
Nevada,2014,Acute Care,8432
Nevada,2014,Chemical Dependency Recovery Care,4
Nevada,2014,Invalid/Blank,1
Nevada,2014,Physical Rehabilitation Care,74
Nevada,2014,Psychiatric Care,325
Nevada,2014,Skilled Nursing/Intermediate Care,25
Nevada,2015,Acute Care,8708
Nevada,2015,Chemical Dependency Recovery Care,3
Nevada,2015,Physical Rehabilitation Care,75
Nevada,2015,Psychiatric Care,314
Nevada,2015,Skilled Nursing/Intermediate Care,35
Nevada,2016,Acute Care,8378
Nevada,2016,Chemical Dependency Recovery Care,1
Nevada,2016,Physical Rehabilitation Care,57
Nevada,2016,Psychiatric Care,293
Nevada,2016,Skilled Nursing/Intermediate Care,29
Nevada,2017,Acute Care,8480
Nevada,2017,Chemical Dependency Recovery Care,8
Nevada,2017,Physical Rehabilitation Care,41
Nevada,2017,Psychiatric Care,305
Nevada,2017,Skilled Nursing/Intermediate Care,20
Nevada,2018,Acute Care,8786
Nevada,2018,Chemical Dependency Recovery Care,5
Nevada,2018,Physical Rehabilitation Care,77
Nevada,2018,Psychiatric Care,314
Nevada,2018,Skilled Nursing/Intermediate Care,39
Nevada,2019,Acute Care,8585
Nevada,2019,Chemical Dependency Recovery Care,3
Nevada,2019,Physical Rehabilitation Care,75
Nevada,2019,Psychiatric Care,314
Nevada,2019,Skilled Nursing/Intermediate Care,34
Nevada,2020,Acute Care,7862
Nevada,2020,Chemical Dependency Recovery Care,2
Nevada,2020,Physical Rehabilitation Care,76
Nevada,2020,Psychiatric Care,287
Nevada,2020,Skilled Nursing/Intermediate Care,17
Nevada,2021,Acute Care,7989
Nevada,2021,Chemical Dependency Recovery Care,11
Nevada,2021,Physical Rehabilitation Care,67
Nevada,2021,Psychiatric Care,376
Nevada,2021,Skilled Nursing/Intermediate Care,24
Nevada,2022,Acute Care,7837
Nevada,2022,Chemical Dependency Recovery Care,11
Nevada,2022,Physical Rehabilitation Care,70
Nevada,2022,Psychiatric Care,360
Nevada,2022,Skilled Nursing/Intermediate Care,33
Nevada,2023,Acute Care,8386
Nevada,2023,Chemical Dependency Recovery Care,4
Nevada,2023,Physical Rehabilitation Care,85
Nevada,2023,Psychiatric Care,397
Nevada,2023,Skilled Nursing/Intermediate Care,40
Orange,2012,Acute Care,264703
Orange,2012,Chemical Dependency Recovery Care,1584
Orange,2012,Physical Rehabilitation Care,2567
Orange,2012,Psychiatric Care,12775
Orange,2012,Skilled Nursing/Intermediate Care,1193
Orange,2013,Acute Care,257201
Orange,2013,Chemical Dependency Recovery Care,1209
Orange,2013,Physical Rehabilitation Care,2681
Orange,2013,Psychiatric Care,13010
Orange,2013,Skilled Nursing/Intermediate Care,530
Orange,2014,Acute Care,257842
Orange,2014,Chemical Dependency Recovery Care,1262
Orange,2014,Physical Rehabilitation Care,2590
Orange,2014,Psychiatric Care,12899
Orange,2014,Skilled Nursing/Intermediate Care,473
Orange,2015,Acute Care,262239
Orange,2015,Chemical Dependency Recovery Care,1411
Orange,2015,Physical Rehabilitation Care,2678
Orange,2015,Psychiatric Care,12154
Orange,2015,Skilled Nursing/Intermediate Care,344
Orange,2016,Acute Care,265709
Orange,2016,Chemical Dependency Recovery Care,1619
Orange,2016,Physical Rehabilitation Care,2606
Orange,2016,Psychiatric Care,11783
Orange,2016,Skilled Nursing/Intermediate Care,364
Orange,2017,Acute Care,263192
Orange,2017,Chemical Dependency Recovery Care,1613
Orange,2017,Physical Rehabilitation Care,2574
Orange,2017,Psychiatric Care,11790
Orange,2017,Skilled Nursing/Intermediate Care,249
Orange,2018,Acute Care,259343
Orange,2018,Chemical Dependency Recovery Care,1413
Orange,2018,Invalid/Blank,43
Orange,2018,Physical Rehabilitation Care,2735
Orange,2018,Psychiatric Care,11534
Orange,2018,Skilled Nursing/Intermediate Care,233
Orange,2019,Acute Care,258778
Orange,2019,Chemical Dependency Recovery Care,1576
Orange,2019,Invalid/Blank,18
Orange,2019,Physical Rehabilitation Care,2908
Orange,2019,Psychiatric Care,12131
Orange,2019,Skilled Nursing/Intermediate Care,236
Orange,2020,Acute Care,228047
Orange,2020,Chemical Dependency Recovery Care,1649
Orange,2020,Invalid/Blank,5
Orange,2020,Physical Rehabilitation Care,2673
Orange,2020,Psychiatric Care,9876
Orange,2020,Skilled Nursing/Intermediate Care,197
Orange,2021,Acute Care,232613
Orange,2021,Chemical Dependency Recovery Care,1431
Orange,2021,Physical Rehabilitation Care,2775
Orange,2021,Psychiatric Care,10225
Orange,2021,Skilled Nursing/Intermediate Care,273
Orange,2022,Acute Care,235471
Orange,2022,Chemical Dependency Recovery Care,1431
Orange,2022,Invalid/Blank,2
Orange,2022,Physical Rehabilitation Care,2793
Orange,2022,Psychiatric Care,10359
Orange,2022,Skilled Nursing/Intermediate Care,202
Orange,2023,Acute Care,247111
Orange,2023,Chemical Dependency Recovery Care,1144
Orange,2023,Invalid/Blank,8
Orange,2023,Physical Rehabilitation Care,3134
Orange,2023,Psychiatric Care,13834
Orange,2023,Skilled Nursing/Intermediate Care,230
Out of State/Homeless,2012,Acute Care,51858
Out of State/Homeless,2012,Chemical Dependency Recovery Care,2038
Out of State/Homeless,2012,Physical Rehabilitation Care,666
Out of State/Homeless,2012,Psychiatric Care,14140
Out of State/Homeless,2012,Skilled Nursing/Intermediate Care,377
Out of State/Homeless,2013,Acute Care,50980
Out of State/Homeless,2013,Chemical Dependency Recovery Care,1701
Out of State/Homeless,2013,Invalid/Blank,3
Out of State/Homeless,2013,Physical Rehabilitation Care,678
Out of State/Homeless,2013,Psychiatric Care,15266
Out of State/Homeless,2013,Skilled Nursing/Intermediate Care,395
Out of State/Homeless,2014,Acute Care,51399
Out of State/Homeless,2014,Chemical Dependency Recovery Care,1758
Out of State/Homeless,2014,Invalid/Blank,1
Out of State/Homeless,2014,Physical Rehabilitation Care,719
Out of State/Homeless,2014,Psychiatric Care,16382
Out of State/Homeless,2014,Skilled Nursing/Intermediate Care,377
Out of State/Homeless,2015,Acute Care,55481
Out of State/Homeless,2015,Chemical Dependency Recovery Care,1963
Out of State/Homeless,2015,Invalid/Blank,2
Out of State/Homeless,2015,Physical Rehabilitation Care,746
Out of State/Homeless,2015,Psychiatric Care,16795
Out of State/Homeless,2015,Skilled Nursing/Intermediate Care,312
Out of State/Homeless,2016,Acute Care,59987
Out of State/Homeless,2016,Chemical Dependency Recovery Care,2323
Out of State/Homeless,2016,Physical Rehabilitation Care,747
Out of State/Homeless,2016,Psychiatric Care,17908
Out of State/Homeless,2016,Skilled Nursing/Intermediate Care,318
Out of State/Homeless,2017,Acute Care,87149
Out of State/Homeless,2017,Chemical Dependency Recovery Care,2808
Out of State/Homeless,2017,Invalid/Blank,5
Out of State/Homeless,2017,Physical Rehabilitation Care,833
Out of State/Homeless,2017,Psychiatric Care,28776
Out of State/Homeless,2017,Skilled Nursing/Intermediate Care,384
Out of State/Homeless,2018,Acute Care,106386
Out of State/Homeless,2018,Chemical Dependency Recovery Care,2130
Out of State/Homeless,2018,Invalid/Blank,2
Out of State/Homeless,2018,Physical Rehabilitation Care,924
Out of State/Homeless,2018,Psychiatric Care,38143
Out of State/Homeless,2018,Skilled Nursing/Intermediate Care,433
Out of State/Homeless,2019,Acute Care,121615
Out of State/Homeless,2019,Chemical Dependency Recovery Care,2250
Out of State/Homeless,2019,Invalid/Blank,3
Out of State/Homeless,2019,Physical Rehabilitation Care,1037
Out of State/Homeless,2019,Psychiatric Care,42805
Out of State/Homeless,2019,Skilled Nursing/Intermediate Care,455
Out of State/Homeless,2020,Acute Care,106701
Out of State/Homeless,2020,Chemical Dependency Recovery Care,2081
Out of State/Homeless,2020,Invalid/Blank,5
Out of State/Homeless,2020,Physical Rehabilitation Care,836
Out of State/Homeless,2020,Psychiatric Care,41961
Out of State/Homeless,2020,Skilled Nursing/Intermediate Care,399
Out of State/Homeless,2021,Acute Care,108372
Out of State/Homeless,2021,Chemical Dependency Recovery Care,1925
Out of State/Homeless,2021,Invalid/Blank,4
Out of State/Homeless,2021,Physical Rehabilitation Care,866
Out of State/Homeless,2021,Psychiatric Care,39674
Out of State/Homeless,2021,Skilled Nursing/Intermediate Care,384
Out of State/Homeless,2022,Acute Care,114641
Out of State/Homeless,2022,Chemical Dependency Recovery Care,2040
Out of State/Homeless,2022,Invalid/Blank,3
Out of State/Homeless,2022,Physical Rehabilitation Care,967
Out of State/Homeless,2022,Psychiatric Care,41080
Out of State/Homeless,2022,Skilled Nursing/Intermediate Care,438
Out of State/Homeless,2023,Acute Care,65015
Out of State/Homeless,2023,Chemical Dependency Recovery Care,1261
Out of State/Homeless,2023,Invalid/Blank,12
Out of State/Homeless,2023,Physical Rehabilitation Care,864
Out of State/Homeless,2023,Psychiatric Care,13011
Out of State/Homeless,2023,Skilled Nursing/Intermediate Care,290
Placer,2012,Acute Care,30898
Placer,2012,Chemical Dependency Recovery Care,26
Placer,2012,Physical Rehabilitation Care,530
Placer,2012,Psychiatric Care,1701
Placer,2012,Skilled Nursing/Intermediate Care,42
Placer,2013,Acute Care,30503
Placer,2013,Chemical Dependency Recovery Care,18
Placer,2013,Physical Rehabilitation Care,519
Placer,2013,Psychiatric Care,1784
Placer,2013,Skilled Nursing/Intermediate Care,43
Placer,2014,Acute Care,29346
Placer,2014,Chemical Dependency Recovery Care,15
Placer,2014,Physical Rehabilitation Care,480
Placer,2014,Psychiatric Care,1447
Placer,2014,Skilled Nursing/Intermediate Care,15
Placer,2015,Acute Care,29350
Placer,2015,Chemical Dependency Recovery Care,18
Placer,2015,Physical Rehabilitation Care,380
Placer,2015,Psychiatric Care,1529
Placer,2015,Skilled Nursing/Intermediate Care,34
Placer,2016,Acute Care,30975
Placer,2016,Chemical Dependency Recovery Care,15
Placer,2016,Physical Rehabilitation Care,425
Placer,2016,Psychiatric Care,1458
Placer,2016,Skilled Nursing/Intermediate Care,23
Placer,2017,Acute Care,31160
Placer,2017,Chemical Dependency Recovery Care,9
Placer,2017,Physical Rehabilitation Care,363
Placer,2017,Psychiatric Care,1428
Placer,2017,Skilled Nursing/Intermediate Care,33
Placer,2018,Acute Care,30646
Placer,2018,Chemical Dependency Recovery Care,15
Placer,2018,Physical Rehabilitation Care,439
Placer,2018,Psychiatric Care,1485
Placer,2018,Skilled Nursing/Intermediate Care,20
Placer,2019,Acute Care,31270
Placer,2019,Chemical Dependency Recovery Care,10
Placer,2019,Physical Rehabilitation Care,441
Placer,2019,Psychiatric Care,1577
Placer,2019,Skilled Nursing/Intermediate Care,32
Placer,2020,Acute Care,28998
Placer,2020,Chemical Dependency Recovery Care,21
Placer,2020,Physical Rehabilitation Care,385
Placer,2020,Psychiatric Care,1521
Placer,2020,Skilled Nursing/Intermediate Care,35
Placer,2021,Acute Care,32349
Placer,2021,Chemical Dependency Recovery Care,36
Placer,2021,Physical Rehabilitation Care,381
